"MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Alley","Lot.Shape","Land.Contour","Lot.Config","Land.Slope","Neighborhood","Condition.1","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Roof.Style","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","Bsmt.Unf.SF","Total.Bsmt.SF","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Gr.Liv.Area","Bedroom.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Fence","SalePrice","Porch.SF","Tot.Bath","House.Age"
"70","Other",60,7518,"No alley","Reg","Lvl","Other","Gtl","IDOTRR","Norm","1Fam","Other",5,8,"Gable","AsbShng","Plywood","None",0,"Other","Other","Other","Other","Other","No",396,396,"Other","Y","SBrkr",665,665,1330,3,"TA",7,"Typ",0,"No fireplace","Other","Unf","Other","390","TA","TA","Other",0,"Other",116500,117,1,2
"50","Other",50,8600,"No alley","Reg","Other","Inside","Gtl","IDOTRR","Norm","1Fam","Other",6,6,"Gable","MetalSd","MetalSd","None",0,"TA","TA","Other","TA","TA","No",780,780,"TA","Y","SBrkr",780,596,1376,3,"TA",7,"Typ",1,"Gd","Other","Unf","Other","198","TA","TA","Other",0,"No fence",119500,0,2,56
"50","Other",60,7200,"No alley","Reg","Lvl","Other","Gtl","IDOTRR","Norm","1Fam","Other",5,6,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No",803,803,"Ex","Y","SBrkr",803,557,1360,2,"Other",6,"Typ",0,"No fireplace","Other","Unf","Other","297","TA","TA","Y",0,"Other",125500,255,1.5,11
"30","Other",60,9786,"No alley","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","1Story",3,4,"Other","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","TA","Other","No",1007,1007,"Other","Other","SBrkr",1077,0,1077,3,"TA",6,"Typ",1,"Gd","Other","Unf","Other","210","TA","Other","Other",0,"No fence",91000,148,1,56
"190","Other",60,6780,"No alley","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Other","Other",6,8,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Other","CBlock","TA","TA","Other",30,520,"Other","Other","SBrkr",520,0,754,2,"TA",5,"Typ",0,"No fireplace","Other","Other","Other","No garage","Other","Other","Other",53,"No fence",84500,0,2,24
"50","RL",82,12375,"No alley","Reg","Lvl","Inside","Gtl","Sawyer","Other","1Fam","Other",5,5,"Gable","HdBoard","HdBoard","Other",41,"TA","Other","CBlock","TA","TA","No",477,806,"TA","Y","SBrkr",1081,341,1422,3,"TA",7,"Typ",1,"TA","Other","Unf","Other","288","TA","TA","Y",0,"Other",137500,0,2,55
"90","RL",120,11136,"No alley","Reg","Lvl","Other","Gtl","Sawyer","Other","Other","1Story",6,5,"Gable","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No",1921,1921,"TA","Y","SBrkr",1921,0,1921,4,"TA",8,"Typ",0,"No fireplace","Other","Unf","2","576","TA","TA","Y",0,"No fence",150000,180,2,42
"20","RL",100,21370,"No alley","Reg","Lvl","Other","Gtl","Sawyer","Norm","1Fam","1Story",5,5,"Gable","Wd Sdng","MetalSd","None",0,"TA","TA","Other","Other","Other","Other",0,0,"TA","Y","Other",1640,0,1640,3,"TA",7,"Other",1,"Gd","Attchd","RFn","2","394","TA","TA","Y",0,"No fence",131000,225,1,56
"30","RL",55,8250,"No alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,7,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","Other","Other","Other",0,0,"TA","Other","SBrkr",1032,0,1032,2,"TA",6,"Typ",1,"TA","Other","Unf","Other","260","TA","TA","Y",0,"No fence",125000,121,1,56
"30","RL",50,5220,"No alley","Other","Lvl","Inside","Gtl","SWISU","Norm","1Fam","1Story",5,3,"Gable","Wd Sdng","Wd Shng","None",0,"TA","TA","Other","TA","TA","No",830,830,"Other","Y","SBrkr",879,0,879,2,"TA",4,"Typ",0,"No fireplace","Other","Unf","Other","180","TA","TA","Other",0,"No fence",80000,108,1,56
"20","RL",50,5500,"No alley","Reg","Lvl","Inside","Gtl","SWISU","Norm","1Fam","1Story",7,5,"Other","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","Other","Other",190,1073,"Ex","Y","SBrkr",1073,0,1073,2,"TA",4,"Typ",0,"No fireplace","Other","Unf","Other","246","TA","TA","Y",0,"No fence",157000,120,3,2
"20","RL",75,11235,"No alley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",4,5,"Gable","HdBoard","HdBoard","Other",51,"TA","TA","CBlock","TA","TA","No",504,1051,"Other","Y","SBrkr",1382,0,1382,3,"TA",6,"Typ",1,"Other","Attchd","Unf","2","459","TA","TA","Y",0,"No fence",148000,82,1.5,27
"90","RL",72,10791,"No alley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Other","1Story",4,5,"Gable","MetalSd","MetalSd","None",0,"TA","TA","Other","Other","Other","Other",0,0,"TA","Y","SBrkr",1296,0,1296,2,"TA",6,"Typ",0,"No fireplace","Other","Unf","2","516","TA","TA","Y",0,"No fence",90000,0,2,39
"20","RL",70,8414,"No alley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",6,8,"Other","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No",396,1059,"TA","Y","SBrkr",1068,0,1068,3,"TA",6,"Typ",0,"No fireplace","Attchd","RFn","Other","264","TA","TA","Y",192,"Other",154500,0,1.5,3
"20","RL",0,11327,"No alley","Other","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,6,"Other","HdBoard","HdBoard","Other",305,"TA","TA","CBlock","TA","TA","Other",285,1064,"TA","Y","SBrkr",1064,0,1064,3,"TA",6,"Typ",1,"TA","Attchd","Unf","2","528","TA","TA","Y",314,"No fence",153600,48,1.5,39
"80","RL",80,10366,"No alley","Other","Lvl","Other","Gtl","Sawyer","Norm","1Fam","Other",6,7,"Gable","HdBoard","Plywood","None",0,"TA","Other","CBlock","TA","TA","Other",456,912,"TA","Y","SBrkr",934,0,934,2,"TA",4,"Typ",0,"No fireplace","Attchd","Unf","Other","336","TA","TA","Y",77,"Other",132000,0,1.5,42
"20","RL",0,11553,"No alley","Other","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,5,"Other","Plywood","Plywood","Other",188,"TA","TA","CBlock","TA","TA","No",378,1051,"TA","Y","SBrkr",1159,0,1159,3,"TA",7,"Typ",1,"Other","Attchd","Unf","Other","336","TA","TA","Y",466,"No fence",158000,0,1.5,38
"60","RL",74,7844,"No alley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","Other",6,7,"Other","HdBoard","HdBoard","Other",203,"TA","TA","CBlock","TA","TA","No",463,672,"TA","Y","SBrkr",672,728,1400,3,"TA",6,"Typ",1,"TA","Attchd","Fin","2","440","TA","TA","Y",0,"No fence",149500,0,1.5,28
"20","RL",0,9535,"No alley","Other","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,5,"Gable","HdBoard","HdBoard","Other",450,"TA","TA","CBlock","TA","TA","No",0,1176,"TA","Y","SBrkr",1458,0,1458,3,"TA",7,"Typ",1,"TA","Attchd","Unf","2","512","TA","TA","Y",284,"Other",165000,0,2.5,39
"20","RL",78,10335,"No alley","Other","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,6,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No",891,1461,"Other","Y","SBrkr",1721,0,1721,3,"TA",7,"Other",1,"TA","Attchd","RFn","2","440","TA","TA","Y",0,"Other",180000,276,2.5,13
"80","RL",0,7176,"No alley","Other","Lvl","Other","Gtl","Sawyer","Norm","1Fam","Other",6,6,"Gable","HdBoard","HdBoard","Other",200,"TA","TA","CBlock","TA","Other","Other",166,960,"Other","Y","SBrkr",1040,0,1040,3,"TA",6,"Typ",1,"Other","Other","Unf","2","616","TA","TA","Y",131,"Other",160500,180,2,28
"90","RL",0,9662,"No alley","Other","Lvl","Inside","Gtl","Sawyer","Norm","Other","1Story",5,4,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No",1967,1967,"TA","Y","SBrkr",1967,0,1967,6,"TA",10,"Typ",0,"No fireplace","Attchd","Fin","2","580","TA","TA","Y",170,"No fence",156500,0,2,29
"90","RL",75,8235,"No alley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Other","1Story",5,4,"Gable","Plywood","Plywood","Other",99,"TA","TA","CBlock","TA","TA","No",1466,1949,"TA","Y","SBrkr",1949,0,1949,6,"TA",10,"Typ",0,"No fireplace","Attchd","RFn","2","586","TA","TA","Y",32,"No fence",157000,0,2,29
"50","RL",0,13650,"No alley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","Other",5,5,"Gable","MetalSd","MetalSd","None",0,"Other","Other","CBlock","TA","TA","No",554,1052,"Ex","Y","SBrkr",1252,668,1920,4,"Other",8,"Typ",1,"Gd","Attchd","Unf","2","451","TA","TA","Y",0,"No fence",172500,0,3,48
"20","RL",88,13125,"No alley","Reg","Lvl","Other","Gtl","Sawyer","Norm","1Fam","1Story",5,4,"Gable","Wd Sdng","Wd Sdng","Other",67,"TA","TA","CBlock","TA","TA","No",284,1134,"Ex","Y","SBrkr",1803,0,1803,3,"TA",8,"Other",1,"TA","Attchd","RFn","2","484","TA","TA","Y",0,"Other",155000,0,3,6
"30","RL",0,17529,"No alley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,5,"Gable","BrkFace","Wd Sdng","Other",65,"TA","TA","Other","TA","TA","No",872,872,"Other","Other","Other",872,0,872,2,"Other",5,"Other",1,"Gd","Other","Unf","Other","322","Other","Other","Other",0,"No fence",105000,116,1,56
"80","RL",0,10246,"No alley","Other","Lvl","Other","Gtl","Sawyer","Norm","1Fam","Other",4,9,"Gable","VinylSd","VinylSd","None",0,"TA","Other","CBlock","TA","Other","Other",0,648,"Ex","Y","SBrkr",960,0,960,0,"TA",3,"Typ",0,"No fireplace","Attchd","Unf","Other","364","TA","TA","Y",88,"No fence",145000,0,1.5,5
"20","RL",0,14175,"No alley","Reg","Other","Other","Other","Sawyer","Norm","1Fam","1Story",5,6,"Gable","CemntBd","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No",200,1188,"Other","Y","SBrkr",1437,0,1437,3,"TA",6,"Other",1,"TA","Other","Unf","2","576","TA","TA","Y",304,"No fence",168000,0,2.5,19
"20","RL",0,20355,"No alley","Reg","Other","Inside","Other","ClearCr","Norm","1Fam","1Story",7,6,"Gable","Plywood","Plywood","Other",123,"TA","TA","CBlock","Gd","TA","Other",229,1865,"TA","Y","SBrkr",1830,0,1830,2,"TA",6,"Typ",2,"Gd","Attchd","Unf","2","521","TA","TA","Y",0,"No fence",278000,283,2,39
"20","RL",87,13050,"No alley","Reg","Other","Inside","Other","ClearCr","Norm","1Fam","1Story",5,6,"Other","WdShing","Wd Shng","None",0,"TA","TA","CBlock","Gd","TA","Other",46,1000,"Ex","Y","SBrkr",1000,0,1000,1,"TA",4,"Typ",2,"TA","Attchd","Unf","2","575","TA","TA","Y",238,"No fence",164000,148,2,43
"50","RL",81,15593,"No alley","Reg","Lvl","Other","Gtl","ClearCr","Norm","1Fam","Other",7,4,"Gable","BrkFace","AsbShng","None",0,"Other","TA","CBlock","TA","TA","No",701,1304,"TA","Y","SBrkr",1304,983,2287,3,"TA",7,"Typ",1,"TA","Attchd","Fin","2","667","TA","TA","Y",0,"No fence",225000,135,2,53
"85","RL",72,10820,"No alley","Reg","Lvl","Other","Gtl","Sawyer","Other","1Fam","Other",5,7,"Gable","HdBoard","HdBoard","Other",153,"TA","TA","PConc","Gd","TA","Other",88,782,"Ex","Y","SBrkr",810,0,810,2,"TA",4,"Typ",0,"No fireplace","Other","Unf","2","576","TA","TA","Y",0,"Other",130000,0,2,34
"20","RL",100,13350,"No alley","Other","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,5,"Other","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No",102,864,"TA","Y","SBrkr",894,0,894,3,"TA",5,"Typ",1,"Other","Attchd","Unf","2","440","TA","TA","Y",241,"Other",142500,0,2,32
"Other","RL",0,1700,"No alley","Reg","Other","Inside","Gtl","ClearCr","Norm","Other","Other",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","Other",33,430,"TA","Y","SBrkr",880,680,1700,2,"Other",7,"Typ",0,"No fireplace","Other","Fin","Other","450","Other","TA","Y",188,"No fence",148400,236,3.5,25
"20","RL",75,9375,"No alley","Reg","Lvl","Other","Gtl","Edwards","Norm","1Fam","1Story",4,5,"Gable","MetalSd","MetalSd","None",0,"TA","Other","CBlock","TA","TA","No",168,967,"Ex","Y","SBrkr",1350,0,1350,3,"TA",6,"Typ",1,"Gd","Attchd","RFn","2","504","TA","TA","Y",237,"No fence",146000,0,1.5,52
"20","RL",78,7800,"No alley","Reg","Other","Inside","Other","Edwards","Norm","1Fam","Other",5,8,"Gable","MetalSd","MetalSd","None",0,"TA","Other","CBlock","TA","Other","No",293,896,"Ex","Y","SBrkr",1112,896,2008,3,"Other",8,"Typ",0,"No fireplace","Attchd","Unf","Other","230","TA","TA","Y",103,"No fence",225000,0,4,4
"70","RL",114,19950,"No alley","Reg","Lvl","Other","Gtl","Edwards","Norm","1Fam","Other",6,7,"Gable","WdShing","Plywood","None",0,"TA","TA","PConc","TA","TA","No",672,672,"Ex","Y","SBrkr",1337,672,2009,4,"TA",8,"Typ",2,"Gd","Other","Unf","Other","795","TA","TA","Other",0,"No fence",235000,222,2,56
"75","RL",60,19800,"No alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","Other",6,8,"Gable","BrkFace","Wd Sdng","None",0,"TA","TA","Other","TA","TA","No",1411,1836,"Other","Y","SBrkr",1836,1836,3672,5,"Other",7,"Typ",2,"Gd","Other","Unf","2","836","TA","TA","Y",684,"No fence",415000,112,3.5,16
"80","RL",78,11679,"No alley","Other","Lvl","Inside","Gtl","Edwards","Norm","1Fam","Other",5,5,"Gable","Plywood","Plywood","Other",96,"TA","TA","CBlock","TA","TA","Other",0,1776,"Ex","Y","SBrkr",1560,0,1560,3,"TA",6,"Other",1,"Other","Attchd","Fin","2","528","TA","TA","Y",453,"Other",182000,397,2.5,44
"20","RL",80,12048,"No alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,6,"Gable","Wd Sdng","Wd Sdng","Other",232,"TA","TA","Other","Other","Other","Other",0,0,"Other","Y","SBrkr",1488,0,1488,3,"TA",7,"Typ",1,"Other","Attchd","RFn","2","569","TA","TA","Y",0,"No fence",135000,573,1,4
"20","RL",70,10519,"No alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,8,"Other","MetalSd","MetalSd","Other",164,"TA","TA","CBlock","TA","TA","Other",1057,1057,"Other","Y","SBrkr",1057,0,1057,3,"Other",6,"Typ",0,"No fireplace","Attchd","Unf","Other","288","TA","TA","Y",0,"No fence",137000,0,1.5,7
"50","RL",75,9525,"No alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","Other",6,4,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","Other","No",550,994,"Other","Y","SBrkr",1216,639,1855,4,"TA",7,"Typ",0,"No fireplace","Attchd","Unf","Other","325","TA","TA","Y",182,"No fence",136900,0,2,34
"50","RL",75,9525,"No alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","Other",6,5,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No",532,1000,"TA","Y","SBrkr",1068,541,1609,5,"TA",7,"Typ",0,"No fireplace","Attchd","Unf","Other","305","Other","TA","Y",0,"No fence",149900,0,1.5,53
"20","RL",57,6420,"No alley","Other","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,7,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Other","Other","Other",219,980,"Other","Y","Other",1148,0,1148,2,"TA",6,"Typ",0,"No fireplace","Other","Unf","Other","308","TA","TA","Y",0,"No fence",123500,0,1.5,54
"20","RL",77,8335,"No alley","Reg","Lvl","Other","Gtl","Edwards","Norm","1Fam","1Story",5,5,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","Other","Other","Other",0,0,"Other","Y","SBrkr",1124,0,1124,3,"TA",5,"Other",1,"Gd","Other","Other","Other","No garage","Other","Other","Other",0,"No fence",93000,226,1,52
"50","RL",50,7585,"No alley","Reg","Lvl","Inside","Gtl","Edwards","Other","1Fam","Other",5,3,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Other","Other","Other",810,810,"Other","Y","Other",1002,454,1456,4,"TA",7,"Typ",1,"TA","Other","Unf","Other","280","TA","TA","Other",0,"No fence",91500,0,2.5,56
"20","RL",0,11200,"No alley","Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","1Story",6,5,"Gable","Wd Sdng","Wd Shng","Other",85,"Other","TA","CBlock","Gd","TA","No",40,1298,"TA","Y","SBrkr",1298,0,1298,3,"Other",5,"Typ",1,"TA","Attchd","Unf","2","403","TA","TA","Y",165,"No fence",180000,26,3,21
"60","RL",80,9554,"No alley","Other","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","Other",8,5,"Gable","VinylSd","VinylSd","Other",125,"Other","TA","PConc","Gd","TA","No",397,777,"Ex","Y","SBrkr",1065,846,1911,3,"Other",8,"Typ",1,"TA","Attchd","RFn","2","471","TA","TA","Y",182,"No fence",215000,81,2.5,12
"90","RL",73,9069,"No alley","Reg","Lvl","Inside","Gtl","SawyerW","Norm","Other","Other",6,8,"Gable","HdBoard","HdBoard","None",0,"Other","Other","PConc","Gd","TA","Other",0,1344,"Other","Y","SBrkr",1440,0,1440,2,"Other",8,"Typ",0,"No fireplace","Attchd","Unf","Other","920","TA","TA","Y",288,"No fence",224500,0,4,13
"20","RL",78,11645,"No alley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","Other",434,1734,"Ex","Y","SBrkr",1734,0,1734,3,"Other",7,"Typ",0,"No fireplace","Attchd","Fin","2","660","TA","TA","Y",160,"No fence",260000,24,3,1
"20","RL",78,9316,"No alley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","Other",140,"Other","TA","PConc","Gd","TA","Other",1558,1614,"Ex","Y","SBrkr",1614,0,1614,3,"Other",7,"Typ",1,"Gd","Attchd","Fin","2","576","TA","TA","Y",100,"No fence",225000,45,2,1
"60","RL",78,9316,"No alley","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","Other",532,"Other","TA","PConc","Gd","TA","Other",784,784,"Ex","Y","SBrkr",784,812,1596,3,"Other",6,"Typ",0,"No fireplace","Attchd","RFn","2","610","TA","TA","Y",144,"No fence",181000,45,2.5,1
"20","RL",0,36500,"No alley","Other","Other","Inside","Other","ClearCr","Norm","1Fam","1Story",5,5,"Gable","Wd Sdng","Wd Sdng","Other",621,"TA","Other","CBlock","TA","TA","Other",812,1624,"Other","Y","SBrkr",1582,0,1582,4,"TA",7,"Typ",0,"No fireplace","Attchd","Unf","2","390","TA","TA","Other",168,"No fence",190000,198,2.5,42
"80","RL",0,21453,"No alley","Other","Other","Other","Other","ClearCr","Norm","1Fam","Other",6,5,"Other","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Other",0,938,"Ex","Y","SBrkr",988,0,988,1,"TA",4,"Typ",2,"TA","Attchd","Unf","2","540","TA","TA","Y",0,"No fence",180000,260,2,37
"20","RL",62,70761,"No alley","Other","Other","Inside","Other","ClearCr","Norm","1Fam","1Story",7,5,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Other",878,1533,"TA","Y","SBrkr",1533,0,1533,2,"Other",5,"Typ",2,"TA","Attchd","Unf","2","576","TA","TA","Y",200,"No fence",280000,54,3,31
"85","RL",57,8846,"No alley","Other","Lvl","Other","Gtl","CollgCr","Norm","1Fam","Other",5,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","Other",572,870,"Ex","Y","SBrkr",914,0,914,2,"TA",5,"Typ",0,"No fireplace","Other","Unf","2","576","TA","TA","Y",0,"No fence",148000,0,1,10
"20","RL",95,13015,"No alley","Reg","Lvl","Other","Gtl","CollgCr","Norm","1Fam","1Story",5,6,"Gable","VinylSd","VinylSd","None",0,"TA","Other","PConc","Gd","TA","No",1100,1100,"Ex","Y","SBrkr",1100,0,1100,3,"TA",5,"Typ",0,"No fireplace","Attchd","RFn","2","462","TA","TA","Y",0,"No fence",145000,0,1.5,10
"60","RL",65,12438,"No alley","Other","Lvl","Inside","Gtl","CollgCr","Other","1Fam","Other",6,5,"Gable","VinylSd","VinylSd","Other",68,"Other","TA","PConc","Gd","TA","No",781,781,"Ex","Y","SBrkr",795,704,1499,3,"Other",6,"Typ",1,"TA","Attchd","RFn","2","473","TA","TA","Y",413,"No fence",187000,91,2.5,11
"20","RL",0,8685,"No alley","Other","Lvl","Other","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Other",579,1425,"Ex","Y","SBrkr",1425,0,1425,3,"TA",5,"Typ",0,"No fireplace","Attchd","RFn","2","591","TA","TA","Y",0,"No fence",193000,130,3,8
"20","RL",43,13568,"No alley","Other","Lvl","Other","Gtl","CollgCr","Norm","1Fam","1Story",5,5,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No",274,990,"Ex","Y","SBrkr",990,0,990,3,"TA",5,"Typ",0,"No fireplace","Attchd","Unf","2","576","TA","TA","Y",224,"No fence",156000,0,1.5,11
"20","RL",70,9100,"No alley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","Other",244,"Other","TA","PConc","Gd","TA","Other",125,1525,"Ex","Y","SBrkr",1525,0,1525,3,"Other",6,"Typ",0,"No fireplace","Attchd","RFn","2","541","TA","TA","Y",219,"No fence",235000,36,3,6
"20","RL",79,9236,"No alley","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",6,5,"Gable","VinylSd","VinylSd","None",0,"TA","Other","PConc","Gd","TA","Other",279,1479,"Ex","Y","SBrkr",1494,0,1494,3,"Other",6,"Typ",0,"No fireplace","Attchd","RFn","2","576","TA","TA","Y",168,"No fence",217000,27,3,9
"20","RL",78,10264,"No alley","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","Other",183,"Other","TA","PConc","Gd","TA","Other",426,1588,"Ex","Y","SBrkr",1588,0,1588,3,"Other",6,"Typ",0,"No fireplace","Attchd","RFn","2","472","TA","TA","Y",158,"No fence",214000,29,2,7
"60","RL",68,9272,"No alley","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No",342,842,"Ex","Y","SBrkr",856,893,1749,3,"Other",7,"Typ",0,"No fireplace","Attchd","RFn","2","515","TA","TA","Y",140,"No fence",196000,85,2.5,7
"60","RL",72,13426,"No alley","Other","Lvl","Other","Gtl","CollgCr","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","Other",57,951,"Ex","Y","SBrkr",951,828,1779,3,"Other",7,"Typ",1,"TA","Attchd","Fin","2","586","TA","TA","Y",208,"No fence",217000,107,3.5,6
"60","RL",95,13450,"No alley","Other","Lvl","Other","Gtl","CollgCr","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No",216,916,"Ex","Y","SBrkr",920,941,1861,3,"Other",8,"Typ",0,"No fireplace","Other","RFn","2","492","TA","TA","Y",146,"No fence",200000,91,3.5,4
"60","RL",65,14006,"No alley","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","Other",144,"Other","TA","PConc","Gd","TA","Other",936,936,"Ex","Y","SBrkr",936,840,1776,3,"Other",7,"Typ",1,"TA","Attchd","RFn","2","474","TA","TA","Y",144,"No fence",192500,96,2.5,4
"20","RL",118,13704,"No alley","Other","Lvl","Other","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","Other",150,"Other","TA","PConc","Gd","TA","No",1541,1541,"Ex","Y","SBrkr",1541,0,1541,3,"Other",6,"Typ",1,"TA","Attchd","RFn","Other","843","TA","TA","Y",468,"No fence",205000,81,2,4
"80","RL",55,10780,"No alley","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",5,5,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Other",428,911,"Other","Y","SBrkr",954,0,954,3,"TA",6,"Typ",0,"No fireplace","Other","Unf","2","576","TA","TA","Y",0,"No fence",132500,0,1,30
"60","RL",50,8340,"No alley","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",6,6,"Gable","HdBoard","Plywood","Other",62,"TA","TA","CBlock","Gd","TA","Other",166,675,"TA","Y","SBrkr",686,702,1388,3,"TA",6,"Typ",0,"No fireplace","Attchd","Unf","Other","317","TA","TA","Y",406,"No fence",157500,36,1.5,29
"80","RL",42,10385,"No alley","Other","Lvl","Other","Gtl","CollgCr","Norm","1Fam","Other",6,6,"Gable","HdBoard","HdBoard","Other",123,"TA","TA","CBlock","TA","Other","Other",0,995,"TA","Y","SBrkr",1282,0,1282,3,"TA",6,"Typ",0,"No fireplace","Other","Unf","Other","672","Other","TA","Y",386,"No fence",174000,0,2.5,28
"20","RL",69,9920,"No alley","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",5,6,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Other",448,971,"TA","Y","SBrkr",971,0,971,3,"TA",5,"Typ",1,"Other","Attchd","Unf","Other","300","TA","TA","Y",0,"No fence",128500,0,1.5,37
"20","RL",120,9560,"No alley","Other","Lvl","Other","Gtl","CollgCr","Norm","1Fam","1Story",5,7,"Other","MetalSd","MetalSd","None",0,"TA","Other","CBlock","TA","TA","Other",504,864,"Ex","Y","SBrkr",864,0,864,3,"TA",5,"Typ",0,"No fireplace","Attchd","RFn","Other","288","TA","TA","Y",0,"No fence",128500,0,1,34
"20","RL",60,7200,"No alley","Reg","Other","Inside","Gtl","CollgCr","Norm","1Fam","1Story",5,8,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No",427,864,"Ex","Y","SBrkr",864,0,864,3,"TA",5,"Typ",0,"No fireplace","Other","Unf","Other","297","TA","TA","Y",0,"Other",119900,0,1,34
