"MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Alley","Lot.Shape","Land.Contour","Lot.Config","Land.Slope","Neighborhood","Condition.1","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Roof.Style","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Pool.QC","Fence","Misc.Feature","Misc.Val","SalePrice","Porch.Sq.Feet","Tot.Bathrooms","House.Age"
20,"RL",0,115149,"No alley access","Other","Other","Other","Other","ClearCr","Norm","1Fam","1Story",7,5,"Gable","Plywood","Plywood","Other",351,"TA","TA","CBlock","Gd","TA","Other","GLQ",1219,"Unf",0,424,1643,"GasA","TA","Y","SBrkr",1824,0,0,1824,2,1,"Other",5,"Typ",2,"TA","Attchd","Unf",2,739,"TA","TA","Y",380,"No","No fence","No additional feature",0,302000,48,3,5
20,"RL",0,11075,"No alley access","Reg","Lvl","Other","Gtl","ClearCr","Norm","1Fam","1Story",6,5,"Other","Wd Sdng","Wd Sdng","Other",136,"TA","TA","PConc","Gd","TA","No","BLQ",299,"Other",891,0,1190,"GasA","Ex","Y","SBrkr",1522,0,0,1522,3,1,"TA",7,"Typ",1,"TA","Attchd","Fin",2,552,"TA","TA","Y",0,"No","Other","No additional feature",0,182000,245,2,23
20,"RL",0,17541,"No alley access","Other","Lvl","Other","Gtl","Edwards","Norm","1Fam","1Story",5,7,"Other","Wd Sdng","Wd Sdng","None",0,"TA","Other","CBlock","TA","Other","Other","BLQ",300,"Unf",0,109,409,"GasA","Ex","Y","SBrkr",1325,0,0,1325,3,1,"Other",6,"Typ",1,"TA","Other","Unf",2,576,"TA","TA","Y",0,"No","No fence","No additional feature",0,216000,42,2,2
20,"RL",0,22692,"No alley access","Other","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,5,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",587,"Unf",0,486,1073,"GasA","TA","Y","SBrkr",1630,0,0,1630,3,1,"TA",6,"Other",1,"TA","Other","Unf",2,649,"TA","TA","Other",0,"No","No fence","No additional feature",0,130000,64,2,54
20,"RL",84,17808,"No alley access","Reg","Lvl","Inside","Gtl","Edwards","Other","1Fam","1Story",4,5,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,484,484,"GasA","TA","Other","SBrkr",1242,0,0,1242,2,1,"TA",4,"Other",0,"No fireplace","Attchd","Unf",1,336,"TA","TA","Other",0,"No","No fence","No additional feature",0,109900,0,1,57
20,"RL",84,12615,"No alley access","Reg","Lvl","Other","Gtl","Edwards","Norm","1Fam","1Story",6,7,"Gable","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","Other","Other","ALQ",477,"Unf",0,725,1202,"GasA","TA","Y","SBrkr",2158,0,0,2158,4,1,"Other",7,"Typ",1,"Gd","Attchd","Unf",2,576,"TA","TA","Y",0,"No","Other","No additional feature",0,243000,68,3,6
30,"RL",0,11515,"No alley access","Other","Lvl","Other","Gtl","Edwards","Norm","1Fam","1Story",4,5,"Gable","HdBoard","HdBoard","None",0,"TA","TA","Other","Other","Other","Other","Other",0,"Other",0,0,0,"GasA","TA","Other","SBrkr",943,0,0,943,3,1,"Other",5,"Other",0,"No fireplace","Other","Unf",1,308,"TA","TA","Other",0,"No","No fence","No additional feature",0,80000,60,1,13
30,"RL",58,9098,"No alley access","Other","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",4,7,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","TA","TA","Other","ALQ",348,"Unf",0,180,528,"GasA","Ex","Y","SBrkr",605,0,0,605,2,1,"TA",5,"Typ",0,"No fireplace","Other","Other",0,0,"Other","Other","Other",0,"No","No fence","No additional feature",0,86000,144,2,5
20,"RL",58,9280,"No alley access","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,6,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Other","TA","No","ALQ",557,"Unf",0,785,1342,"GasA","Ex","Y","SBrkr",1342,0,0,1342,4,1,"TA",7,"Typ",0,"No fireplace","Other","Unf",1,256,"TA","TA","Y",0,"No","No fence","No additional feature",0,125000,0,2,56
50,"RL",60,11100,"No alley access","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","Other",5,6,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","Other","Other",1080,"Unf",0,0,1080,"GasA","TA","Other","SBrkr",1080,400,0,1480,4,1,"TA",7,"Typ",1,"Gd","Attchd","Unf",1,253,"TA","TA","Y",0,"No","No fence","No additional feature",0,136500,68,2,13
60,"RL",103,13125,"No alley access","Other","Lvl","Other","Gtl","SawyerW","Norm","1Fam","Other",7,5,"Gable","HdBoard","HdBoard","None",0,"Other","TA","PConc","Other","TA","Other","BLQ",48,"Other",634,422,1104,"GasA","Ex","Y","SBrkr",912,1215,0,2127,4,1,"Other",8,"Typ",1,"TA","Attchd","RFn",3,833,"TA","TA","Y",72,"No","Other","No additional feature",0,238000,416,3.5,16
20,"RL",73,8760,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",8,5,"Gable","VinylSd","VinylSd","Other",132,"Other","TA","PConc","Gd","TA","No","GLQ",36,"Unf",0,1453,1489,"GasA","Ex","Y","SBrkr",1500,0,0,1500,3,1,"Other",7,"Typ",1,"Gd","Attchd","RFn",2,674,"TA","TA","Y",144,"No","No fence","No additional feature",0,212999,38,2,1
20,"RL",64,7242,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1270,1270,"GasA","Ex","Y","SBrkr",1270,0,0,1270,2,1,"Other",6,"Typ",0,"No fireplace","Attchd","RFn",2,524,"TA","TA","Y",0,"No","No fence","No additional feature",0,175900,96,2,1
60,"RL",78,9316,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","Other","Unf",0,"Unf",0,879,879,"GasA","Ex","Y","SBrkr",879,916,0,1795,3,1,"Other",7,"Typ",0,"No fireplace","Attchd","RFn",2,578,"TA","TA","Y",164,"No","No fence","No additional feature",0,191000,111,2.5,1
20,"RL",78,9317,"No alley access","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",6,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No","GLQ",24,"Unf",0,1290,1314,"GasA","Other","Y","SBrkr",1314,0,0,1314,3,1,"Other",6,"Typ",1,"Gd","Attchd","RFn",2,440,"TA","TA","Y",0,"No","No fence","No additional feature",0,176432,22,2,1
60,"RL",0,12205,"No alley access","Other","Other","Inside","Gtl","ClearCr","Norm","1Fam","Other",6,8,"Gable","HdBoard","HdBoard","Other",157,"TA","TA","CBlock","TA","Other","Other","Other",568,"Unf",0,264,832,"GasA","Other","Y","SBrkr",976,1111,0,2087,5,1,"Other",9,"Typ",0,"No fireplace","Attchd","Fin",2,444,"TA","TA","Y",133,"No","No fence","No additional feature",0,187500,168,2.5,0
20,"RL",0,14217,"No alley access","Other","Lvl","Other","Gtl","CollgCr","Norm","1Fam","1Story",5,5,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",550,"Unf",0,472,1022,"GasA","Other","Y","SBrkr",1022,0,0,1022,3,1,"TA",6,"Typ",0,"No fireplace","Other","Unf",2,747,"TA","TA","Y",0,"No","No fence","No additional feature",0,139500,0,1.5,13
20,"RL",65,8775,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",5,5,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",495,"Unf",0,495,990,"GasA","Other","Y","SBrkr",990,0,0,990,3,1,"TA",5,"Typ",0,"No fireplace","Attchd","Unf",1,299,"TA","TA","Y",0,"No","No fence","No additional feature",0,126000,64,1,13
20,"RL",105,11249,"No alley access","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",6,5,"Gable","VinylSd","VinylSd","None",0,"Other","Other","PConc","Gd","Other","No","ALQ",334,"Other",544,322,1200,"GasA","Ex","Y","SBrkr",1200,0,0,1200,3,1,"Other",6,"Typ",0,"No fireplace","Attchd","RFn",2,521,"TA","TA","Y",0,"No","No fence","No additional feature",0,177500,26,3,12
60,"RL",57,10021,"No alley access","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",6,6,"Gable","VinylSd","VinylSd","None",0,"TA","Other","PConc","Gd","TA","No","GLQ",539,"Unf",0,96,635,"GasA","Ex","Y","SBrkr",646,662,0,1308,3,1,"Other",6,"Typ",0,"No fireplace","Attchd","RFn",2,497,"TA","TA","Y",142,"No","No fence","No additional feature",0,175000,54,3.5,1
20,"RL",70,16561,"No alley access","Other","Other","Inside","Other","CollgCr","Norm","1Fam","1Story",5,5,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",549,"Unf",0,548,1097,"GasA","Ex","Y","SBrkr",1097,0,0,1097,3,1,"TA",6,"Typ",0,"No fireplace","Attchd","Unf",1,242,"TA","TA","Y",306,"No","Other","No additional feature",0,147900,0,2.5,11
60,"RL",68,9543,"No alley access","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,845,845,"GasA","Ex","Y","SBrkr",845,845,0,1690,3,1,"Other",7,"Typ",0,"No fireplace","Attchd","RFn",2,517,"TA","TA","Y",0,"No","No fence","No additional feature",0,190550,103,2.5,6
60,"RL",0,8826,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","Other",144,"Other","TA","PConc","Gd","TA","No","GLQ",841,"Unf",0,144,985,"GasA","Ex","Y","SBrkr",985,857,0,1842,3,1,"Other",7,"Typ",1,"TA","Attchd","Fin",2,486,"TA","TA","Y",193,"No","No fence","No additional feature",0,217500,96,3.5,7
60,"RL",72,11317,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","Other",101,"Other","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,840,840,"GasA","Ex","Y","SBrkr",840,828,0,1668,3,1,"Other",8,"Typ",0,"No fireplace","Attchd","RFn",2,500,"TA","TA","Y",144,"No","No fence","No additional feature",0,180000,68,2.5,4
80,"RL",72,9720,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",5,7,"Gable","Plywood","VinylSd","Other",51,"TA","TA","CBlock","TA","Other","Other","ALQ",755,"Unf",0,240,995,"GasA","TA","Y","SBrkr",1009,0,0,1009,3,1,"TA",6,"Typ",1,"Other","Other","Unf",2,576,"TA","TA","Y",0,"No","Other","No additional feature",0,160000,0,2,30
20,"RL",45,8982,"No alley access","Other","Lvl","Other","Gtl","CollgCr","Norm","1Fam","1Story",5,5,"Gable","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Other","ALQ",539,"Unf",0,501,1040,"GasA","TA","Y","SBrkr",1040,0,0,1040,3,1,"TA",5,"Typ",0,"No fireplace","Other","Unf",2,748,"TA","TA","Y",0,"No","Other","No additional feature",0,134900,0,1.5,30
20,"RL",70,7700,"No alley access","Reg","Lvl","Other","Gtl","CollgCr","Norm","1Fam","1Story",5,5,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Other",138,"Other",468,276,882,"GasA","TA","Y","SBrkr",882,0,0,882,3,1,"TA",5,"Typ",0,"No fireplace","Other","Unf",2,461,"TA","TA","Y",96,"No","Other","No additional feature",0,112500,0,2,35
20,"RL",60,7200,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",5,5,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",671,"Unf",0,193,864,"GasA","Other","Y","SBrkr",864,0,0,864,3,1,"Other",5,"Typ",0,"No fireplace","Other","Fin",2,576,"Other","Other","Y",155,"No","No fence","No additional feature",0,127000,0,2,7
20,"RL",70,8749,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","Other",100,"Other","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1459,1459,"GasA","Ex","Y","SBrkr",1459,0,0,1459,3,1,"Other",6,"Typ",1,"Gd","Attchd","RFn",2,527,"TA","TA","Y",192,"No","No fence","No additional feature",0,192000,39,2,5
60,"RL",65,8158,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","Other",214,"Other","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,860,860,"GasA","Ex","Y","SBrkr",860,869,0,1729,3,1,"Other",7,"Typ",0,"No fireplace","Attchd","Fin",2,542,"TA","TA","Y",386,"No","No fence","No additional feature",0,200000,63,2.5,5
20,"RL",73,11927,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",8,5,"Other","HdBoard","HdBoard","Other",519,"Other","TA","PConc","Gd","TA","Other","BLQ",408,"Other",465,683,1556,"GasA","Ex","Y","SBrkr",1592,0,0,1592,3,1,"Other",7,"Typ",1,"TA","Attchd","Fin",2,484,"TA","TA","Y",120,"No","No fence","No additional feature",0,228000,35,2,12
60,"RL",0,15295,"No alley access","Other","Lvl","Other","Gtl","CollgCr","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","Other",254,"Other","TA","PConc","Gd","TA","Other","GLQ",762,"Unf",0,98,860,"GasA","Ex","Y","SBrkr",1212,780,0,1992,3,1,"Other",7,"Other",2,"TA","Attchd","RFn",2,608,"TA","TA","Y",225,"No","No fence","No additional feature",0,211000,32,3.5,5
20,"RL",90,11248,"No alley access","Other","Lvl","Other","Gtl","CollgCr","Norm","1Fam","1Story",9,5,"Other","VinylSd","VinylSd","Other",215,"Other","TA","PConc","Gd","TA","Other","GLQ",1059,"Unf",0,567,1626,"GasA","Ex","Y","SBrkr",1668,0,0,1668,3,1,"Other",7,"Typ",1,"TA","Attchd","Fin",3,702,"TA","TA","Y",257,"No","No fence","No additional feature",0,285000,45,3,5
120,"Other",36,4435,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Other","1Story",6,5,"Gable","VinylSd","VinylSd","Other",170,"Other","TA","PConc","Gd","TA","Other","GLQ",659,"Unf",0,189,848,"GasA","Ex","Y","SBrkr",848,0,0,848,1,1,"Other",3,"Typ",0,"No fireplace","Attchd","Fin",2,420,"TA","TA","Y",140,"No","No fence","No additional feature",0,131500,0,2,4
60,"RL",65,8200,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,847,847,"GasA","Ex","Y","SBrkr",847,1081,0,1928,4,1,"Other",8,"Typ",1,"Gd","Other","Fin",2,434,"TA","TA","Y",100,"No","No fence","No additional feature",0,219500,48,2.5,3
60,"RL",79,9245,"No alley access","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","Other","Unf",0,"Unf",0,939,939,"GasA","Ex","Y","SBrkr",939,858,0,1797,3,1,"Other",8,"Typ",0,"No fireplace","Attchd","RFn",2,639,"TA","TA","Y",144,"No","No fence","No additional feature",0,213500,53,2.5,1
20,"RL",65,8769,"No alley access","Reg","Lvl","Other","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","Other","GLQ",709,"Unf",0,460,1169,"GasA","Ex","Y","SBrkr",1190,0,0,1190,2,1,"Other",5,"Typ",0,"No fireplace","Attchd","RFn",2,578,"TA","TA","Y",100,"No","No fence","No additional feature",0,173500,41,3,2
60,"RL",64,8333,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,738,738,"GasA","Other","Y","SBrkr",738,753,0,1491,3,1,"Other",7,"Typ",1,"Gd","Attchd","RFn",2,484,"TA","TA","Y",100,"No","No fence","No additional feature",0,168675,30,2.5,1
20,"RL",80,8240,"No alley access","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",6,6,"Other","HdBoard","HdBoard","Other",198,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1179,1179,"GasA","Other","Y","SBrkr",1179,0,0,1179,2,1,"TA",5,"Other",0,"No fireplace","Attchd","Fin",2,622,"TA","TA","Other",0,"No","Other","No additional feature",0,110000,0,1,47
90,"RL",0,9555,"No alley access","Other","Lvl","Other","Gtl","Edwards","Norm","Other","Other",5,6,"Gable","Plywood","Plywood","None",0,"TA","TA","Other","Other","Other","Other","Other",0,"Other",0,0,0,"GasA","TA","Y","SBrkr",1100,1133,0,2233,5,2,"TA",11,"Typ",0,"No fireplace","Attchd","Fin",2,579,"TA","Other","Y",0,"No","No fence","No additional feature",0,141000,0,2.5,28
60,"RL",60,7023,"No alley access","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","Other",5,5,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","Other","No","GLQ",611,"Unf",0,123,734,"GasA","Other","Y","SBrkr",734,674,0,1408,3,1,"TA",6,"Typ",0,"No fireplace","Other","Fin",2,489,"TA","TA","Y",0,"No","No fence","No additional feature",0,171500,85,3.5,1
20,"RL",64,6400,"No alley access","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,7,"Gable","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","Other","Rec",77,"Other",831,52,960,"GasA","Ex","Y","SBrkr",960,0,0,960,2,1,"Other",4,"Typ",0,"No fireplace","Other","Unf",1,392,"TA","TA","Y",144,"No","No fence","No additional feature",0,131750,35,2,7
90,"RL",74,6882,"No alley access","Reg","Lvl","Other","Gtl","Edwards","Norm","Other","1Story",4,3,"Gable","AsbShng","Plywood","Other",128,"TA","TA","PConc","Other","Other","Other","Other",0,"Other",0,0,0,"GasA","TA","Other","SBrkr",1152,0,0,1152,2,2,"Other",6,"Typ",0,"No fireplace","Other","Other",0,0,"Other","Other","Other",0,"No","No fence","No additional feature",0,61500,0,2,52
50,"RL",70,11767,"No alley access","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","Other",4,7,"Gable","MetalSd","HdBoard","None",0,"TA","TA","CBlock","Other","TA","No","Unf",0,"Unf",0,560,560,"GasA","Other","Other","SBrkr",796,550,0,1346,2,1,"TA",6,"Other",0,"No fireplace","Other","Unf",1,384,"Other","TA","Y",168,"No","Other","No additional feature",0,112000,24,1.5,7
20,"RL",60,8172,"No alley access","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",4,5,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",544,"Unf",0,224,768,"GasA","TA","Y","SBrkr",768,0,0,768,2,1,"TA",4,"Typ",1,"Other","Other","Unf",1,355,"TA","TA","Y",0,"No","Other","No additional feature",0,125000,196,1,52
50,"RL",51,6821,"No alley access","Reg","Other","Inside","Gtl","Crawfor","Norm","1Fam","Other",6,7,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","TA","TA","No","BLQ",113,"Unf",0,538,651,"GasA","Other","Y","SBrkr",759,539,0,1298,2,1,"TA",8,"Typ",1,"Gd","Other","Unf",1,240,"TA","TA","Other",216,"No","No fence","No additional feature",0,146500,168,2,2
50,"RL",60,7200,"No alley access","Reg","Lvl","Other","Gtl","SWISU","Other","1Fam","Other",5,7,"Gable","Wd Sdng","Wd Sdng","Other",252,"TA","TA","Other","Gd","TA","No","ALQ",569,"Unf",0,162,731,"GasA","Ex","Y","SBrkr",981,787,0,1768,3,1,"Other",7,"Typ",2,"TA","Other","Unf",1,240,"TA","TA","Y",0,"No","Other","No additional feature",0,175000,264,2.5,57
70,"RL",63,4000,"No alley access","Reg","Lvl","Inside","Gtl","Crawfor","Norm","1Fam","Other",7,8,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","Gd","TA","No","GLQ",246,"Unf",0,285,531,"GasA","TA","Y","SBrkr",567,531,0,1098,2,1,"TA",5,"Typ",1,"Gd","Other","Unf",1,216,"TA","TA","Y",0,"No","Other","No additional feature",0,148500,0,2,12
70,"RL",53,6720,"No alley access","Reg","Lvl","Inside","Gtl","Crawfor","Norm","1Fam","Other",6,7,"Gable","VinylSd","VinylSd","None",0,"TA","TA","Other","TA","TA","No","Unf",0,"Unf",0,585,585,"GasA","TA","Other","SBrkr",851,585,0,1436,3,1,"TA",7,"Typ",1,"Gd","Other","Unf",1,228,"TA","TA","Y",184,"No","No fence","No additional feature",0,141500,0,1,57
70,"RL",53,7155,"No alley access","Reg","Lvl","Inside","Gtl","Crawfor","Norm","1Fam","Other",6,8,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","TA","TA","No","Unf",0,"Unf",0,686,686,"GasA","TA","Y","SBrkr",686,775,0,1461,3,1,"TA",6,"Typ",1,"Gd","Other","Unf",1,225,"TA","TA","Other",0,"No","Other","No additional feature",0,135000,116,1,16
50,"RL",53,5362,"No alley access","Reg","Lvl","Other","Gtl","Crawfor","Norm","1Fam","Other",5,6,"Gable","Wd Sdng","Wd Shng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,661,661,"GasA","Ex","Y","SBrkr",661,589,0,1250,3,1,"TA",8,"Typ",1,"Gd","Other","Unf",2,552,"TA","TA","Y",242,"No","No fence","No additional feature",0,139000,81,2,4
30,"RL",50,6305,"No alley access","Reg","Other","Inside","Gtl","Crawfor","Norm","1Fam","1Story",5,7,"Gable","MetalSd","MetalSd","None",0,"TA","Other","PConc","Other","Other","No","Unf",0,"Unf",0,920,920,"GasA","Ex","Y","SBrkr",954,0,0,954,2,1,"Other",5,"Typ",1,"Gd","Other","Unf",1,240,"Other","TA","Y",0,"No","Other","No additional feature",0,119750,0,1,57
90,"Other",82,6270,"No alley access","Reg","Other","Inside","Gtl","Crawfor","Norm","Other","Other",5,6,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",284,"Unf",0,717,1001,"GasA","TA","Other","Other",1001,1001,0,2002,4,2,"TA",8,"Typ",0,"No fireplace","Other","Unf",3,871,"TA","TA","Y",0,"No","No fence","No additional feature",0,145000,0,2,57
20,"RL",126,13108,"No alley access","Other","Other","Inside","Gtl","Crawfor","Norm","1Fam","1Story",5,5,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Other","Other","Other","Other",0,"Other",0,0,0,"GasA","Other","Y","SBrkr",1226,0,0,1226,2,1,"TA",7,"Other",1,"Gd","Attchd","Fin",2,400,"TA","TA","Y",174,"No","No fence","No additional feature",0,153500,372,1.5,56
70,"RL",86,22420,"No alley access","Other","Lvl","Inside","Gtl","Crawfor","Other","1Fam","Other",6,6,"Other","Wd Sdng","Stucco","None",0,"TA","TA","Other","Gd","TA","No","BLQ",1128,"Unf",0,242,1370,"Other","TA","Other","Other",1370,1254,0,2624,4,1,"TA",10,"Typ",1,"Gd","Other","Unf",3,864,"TA","TA","Other",0,"No","No fence","No additional feature",0,239000,0,3.5,57
50,"RL",110,7810,"No alley access","Other","Other","Inside","Gtl","Crawfor","Norm","1Fam","Other",4,6,"Gable","AsbShng","CmentBd","None",0,"TA","Other","Other","TA","Other","No","GLQ",189,"Unf",0,741,930,"GasA","Ex","Y","SBrkr",1230,525,0,1755,4,1,"Other",7,"Typ",1,"TA","Other","Unf",1,231,"Other","TA","Y",0,"No","No fence","No additional feature",0,188000,40,2,4
50,"RL",0,11275,"No alley access","Other","Other","Other","Other","Crawfor","Norm","1Fam","Other",6,7,"Gable","MetalSd","MetalSd","Other",480,"TA","TA","CBlock","TA","TA","Other","Rec",297,"Other",557,0,854,"GasA","TA","Y","SBrkr",1096,895,0,1991,3,1,"TA",7,"Typ",1,"Gd","Other","Unf",2,432,"TA","Other","Y",0,"No","No fence","No additional feature",0,220000,19,1.5,57
190,"RL",79,6221,"No alley access","Other","Lvl","Inside","Gtl","Crawfor","Norm","Other","Other",5,5,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","Other","No","Other",533,"Unf",0,195,728,"GasA","Ex","Y","SBrkr",760,595,0,1355,3,1,"TA",5,"Typ",0,"No fireplace","Other","Unf",2,528,"TA","TA","Y",0,"No","Other","No additional feature",0,140000,144,2,57
70,"RL",70,10570,"No alley access","Reg","Other","Inside","Other","Crawfor","Norm","1Fam","Other",8,8,"Other","BrkFace","BrkFace","None",0,"Other","TA","CBlock","Gd","Other","No","Rec",297,"Unf",0,556,853,"GasA","TA","Y","SBrkr",1549,1178,0,2727,3,1,"Other",10,"Other",2,"TA","Other","Unf",2,440,"TA","TA","Y",0,"No","No fence","No additional feature",0,315000,74,2.5,13
20,"RL",110,14442,"No alley access","Reg","Lvl","Inside","Gtl","Crawfor","Norm","1Fam","1Story",6,7,"Other","CemntBd","CmentBd","Other",106,"TA","TA","PConc","TA","TA","No","GLQ",1186,"Unf",0,291,1477,"GasA","Ex","Y","SBrkr",1839,0,0,1839,3,1,"Other",7,"Typ",2,"TA","Attchd","Fin",2,416,"TA","TA","Y",0,"No","No fence","No additional feature",0,257500,287,3,3
20,"RL",0,25485,"No alley access","Other","Lvl","Other","Gtl","Crawfor","Norm","1Fam","1Story",6,4,"Gable","Wd Sdng","MetalSd","Other",423,"TA","Other","CBlock","TA","Other","Other","Other",540,"Other",1020,0,1560,"GasA","TA","Y","SBrkr",1560,0,0,1560,3,1,"TA",6,"Typ",3,"TA","Attchd","RFn",2,580,"TA","TA","Y",0,"No","No fence","No additional feature",0,201000,659,1.5,47
20,"RL",0,17871,"No alley access","Other","Lvl","Inside","Gtl","Crawfor","Norm","1Fam","1Story",4,5,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1680,1680,"GasA","Other","Y","SBrkr",1680,0,0,1680,4,1,"Other",7,"Typ",0,"No fireplace","Attchd","Unf",2,628,"TA","TA","Y",152,"No","No fence","No additional feature",0,170000,0,2,11
