"","pclass","survived","name","sex","age","sibsp","parch","ticket","fare","cabin","embarked"
"855",2,0,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)","female",44,1,0,"244252",26,"","S"
"856",3,1,"Aks, Mrs. Sam (Leah Rosen)","female",18,0,1,"392091",9.35,"","S"
"857",1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)","female",45,1,1,"36928",164.8667,"","S"
"858",1,1,"Daly, Mr. Peter Denis ","male",51,0,0,"113055",26.55,"E17","S"
"859",3,1,"Baclini, Mrs. Solomon (Latifa Qurban)","female",24,0,3,"2666",19.2583,"","C"
"860",3,0,"Razi, Mr. Raihed","male",NA,0,0,"2629",7.2292,"","C"
"861",3,0,"Hansen, Mr. Claus Peter","male",41,2,0,"350026",14.1083,"","S"
"862",2,0,"Giles, Mr. Frederick Edward","male",21,1,0,"28134",11.5,"","S"
"863",1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)","female",48,0,0,"17466",25.9292,"D17","S"
"864",3,0,"Sage, Miss. Dorothy Edith ""Dolly""","female",NA,8,2,"CA. 2343",69.55,"","S"
"865",2,0,"Gill, Mr. John William","male",24,0,0,"233866",13,"","S"
"866",2,1,"Bystrom, Mrs. (Karolina)","female",42,0,0,"236852",13,"","S"
"867",2,1,"Duran y More, Miss. Asuncion","female",27,1,0,"SC/PARIS 2149",13.8583,"","C"
"868",1,0,"Roebling, Mr. Washington Augustus II","male",31,0,0,"PC 17590",50.4958,"A24","S"
"869",3,0,"van Melkebeke, Mr. Philemon","male",NA,0,0,"345777",9.5,"","S"
"870",3,1,"Johnson, Master. Harold Theodor","male",4,1,1,"347742",11.1333,"","S"
"871",3,0,"Balkic, Mr. Cerin","male",26,0,0,"349248",7.8958,"","S"
"872",1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)","female",47,1,1,"11751",52.5542,"D35","S"
"873",1,0,"Carlsson, Mr. Frans Olof","male",33,0,0,"695",5,"B51 B53 B55","S"
"874",3,0,"Vander Cruyssen, Mr. Victor","male",47,0,0,"345765",9,"","S"
"875",2,1,"Abelson, Mrs. Samuel (Hannah Wizosky)","female",28,1,0,"P/PP 3381",24,"","C"
"876",3,1,"Najib, Miss. Adele Kiamie ""Jane""","female",15,0,0,"2667",7.225,"","C"
"877",3,0,"Gustafsson, Mr. Alfred Ossian","male",20,0,0,"7534",9.8458,"","S"
"878",3,0,"Petroff, Mr. Nedelio","male",19,0,0,"349212",7.8958,"","S"
"879",3,0,"Laleff, Mr. Kristo","male",NA,0,0,"349217",7.8958,"","S"
"880",1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)","female",56,0,1,"11767",83.1583,"C50","C"
"881",2,1,"Shelley, Mrs. William (Imanita Parrish Hall)","female",25,0,1,"230433",26,"","S"
"882",3,0,"Markun, Mr. Johann","male",33,0,0,"349257",7.8958,"","S"
"883",3,0,"Dahlberg, Miss. Gerda Ulrika","female",22,0,0,"7552",10.5167,"","S"
"884",2,0,"Banfield, Mr. Frederick James","male",28,0,0,"C.A./SOTON 34068",10.5,"","S"
"885",3,0,"Sutehall, Mr. Henry Jr","male",25,0,0,"SOTON/OQ 392076",7.05,"","S"
"886",3,0,"Rice, Mrs. William (Margaret Norton)","female",39,0,5,"382652",29.125,"","Q"
"887",2,0,"Montvila, Rev. Juozas","male",27,0,0,"211536",13,"","S"
"888",1,1,"Graham, Miss. Margaret Edith","female",19,0,0,"112053",30,"B42","S"
"889",3,0,"Johnston, Miss. Catherine Helen ""Carrie""","female",NA,1,2,"W./C. 6607",23.45,"","S"
"890",1,1,"Behr, Mr. Karl Howell","male",26,0,0,"111369",30,"C148","C"
"891",3,0,"Dooley, Mr. Patrick","male",32,0,0,"370376",7.75,"","Q"
"892",3,0,"Braund, Mr. Owen Harris","male",22,1,0,"A/5 21171",7.25,"","S"
"893",1,1,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)","female",38,1,0,"PC 17599",71.2833,"C85","C"
"894",3,1,"Heikkinen, Miss. Laina","female",26,0,0,"STON/O2. 3101282",7.925,"","S"
"895",1,1,"Futrelle, Mrs. Jacques Heath (Lily May Peel)","female",35,1,0,"113803",53.1,"C123","S"
"896",3,0,"Allen, Mr. William Henry","male",35,0,0,"373450",8.05,"","S"
"897",3,0,"Moran, Mr. James","male",NA,0,0,"330877",8.4583,"","Q"
"898",1,0,"McCarthy, Mr. Timothy J","male",54,0,0,"17463",51.8625,"E46","S"
"899",3,0,"Palsson, Master. Gosta Leonard","male",2,3,1,"349909",21.075,"","S"
"900",3,1,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)","female",27,0,2,"347742",11.1333,"","S"
"901",2,1,"Nasser, Mrs. Nicholas (Adele Achem)","female",14,1,0,"237736",30.0708,"","C"
"902",3,1,"Sandstrom, Miss. Marguerite Rut","female",4,1,1,"PP 9549",16.7,"G6","S"
"903",1,1,"Bonnell, Miss. Elizabeth","female",58,0,0,"113783",26.55,"C103","S"
"904",3,0,"Saundercock, Mr. William Henry","male",20,0,0,"A/5. 2151",8.05,"","S"
"905",3,0,"Andersson, Mr. Anders Johan","male",39,1,5,"347082",31.275,"","S"
"906",3,0,"Vestrom, Miss. Hulda Amanda Adolfina","female",14,0,0,"350406",7.8542,"","S"
"907",2,1,"Hewlett, Mrs. (Mary D Kingcome) ","female",55,0,0,"248706",16,"","S"
"908",3,0,"Rice, Master. Eugene","male",2,4,1,"382652",29.125,"","Q"
"909",2,1,"Williams, Mr. Charles Eugene","male",NA,0,0,"244373",13,"","S"
"910",3,0,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)","female",31,1,0,"345763",18,"","S"
"911",3,1,"Masselmani, Mrs. Fatima","female",NA,0,0,"2649",7.225,"","C"
"912",2,0,"Fynney, Mr. Joseph J","male",35,0,0,"239865",26,"","S"
"913",2,1,"Beesley, Mr. Lawrence","male",34,0,0,"248698",13,"D56","S"
"914",3,1,"McGowan, Miss. Anna ""Annie""","female",15,0,0,"330923",8.0292,"","Q"
"915",1,1,"Sloper, Mr. William Thompson","male",28,0,0,"113788",35.5,"A6","S"
"916",3,0,"Palsson, Miss. Torborg Danira","female",8,3,1,"349909",21.075,"","S"
"917",3,1,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)","female",38,1,5,"347077",31.3875,"","S"
"918",3,0,"Emir, Mr. Farred Chehab","male",NA,0,0,"2631",7.225,"","C"
"919",1,0,"Fortune, Mr. Charles Alexander","male",19,3,2,"19950",263,"C23 C25 C27","S"
"920",3,1,"O'Dwyer, Miss. Ellen ""Nellie""","female",NA,0,0,"330959",7.8792,"","Q"
"921",3,0,"Todoroff, Mr. Lalio","male",NA,0,0,"349216",7.8958,"","S"
"922",1,0,"Uruchurtu, Don. Manuel E","male",40,0,0,"PC 17601",27.7208,"","C"
"923",1,1,"Spencer, Mrs. William Augustus (Marie Eugenie)","female",NA,1,0,"PC 17569",146.5208,"B78","C"
"924",3,1,"Glynn, Miss. Mary Agatha","female",NA,0,0,"335677",7.75,"","Q"
"925",2,0,"Wheadon, Mr. Edward H","male",66,0,0,"C.A. 24579",10.5,"","S"
"926",1,0,"Meyer, Mr. Edgar Joseph","male",28,1,0,"PC 17604",82.1708,"","C"
"927",1,0,"Holverson, Mr. Alexander Oskar","male",42,1,0,"113789",52,"","S"
"928",3,1,"Mamee, Mr. Hanna","male",NA,0,0,"2677",7.2292,"","C"
"929",3,0,"Cann, Mr. Ernest Charles","male",21,0,0,"A./5. 2152",8.05,"","S"
"930",3,0,"Vander Planke, Miss. Augusta Maria","female",18,2,0,"345764",18,"","S"
"931",3,1,"Nicola-Yarred, Miss. Jamila","female",14,1,0,"2651",11.2417,"","C"
"932",3,0,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)","female",40,1,0,"7546",9.475,"","S"
"933",2,0,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)","female",27,1,0,"11668",21,"","S"
"934",3,0,"Kraeff, Mr. Theodor","male",NA,0,0,"349253",7.8958,"","C"
"935",2,1,"Laroche, Miss. Simonne Marie Anne Andree","female",3,1,2,"SC/Paris 2123",41.5792,"","C"
"936",3,1,"Devaney, Miss. Margaret Delia","female",19,0,0,"330958",7.8792,"","Q"
"937",3,0,"Rogers, Mr. William John","male",NA,0,0,"S.C./A.4. 23567",8.05,"","S"
"938",3,0,"Lennon, Mr. Denis","male",NA,1,0,"370371",15.5,"","Q"
"939",3,1,"O'Driscoll, Miss. Bridget","female",NA,0,0,"14311",7.75,"","Q"
"940",3,0,"Samaan, Mr. Youssef","male",NA,2,0,"2662",21.6792,"","C"
"941",3,0,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)","female",18,1,0,"349237",17.8,"","S"
"942",3,0,"Panula, Master. Juha Niilo","male",7,4,1,"3101295",39.6875,"","S"
"943",3,0,"Nosworthy, Mr. Richard Cater","male",21,0,0,"A/4. 39886",7.8,"","S"
"944",1,1,"Harper, Mrs. Henry Sleeper (Myna Haxtun)","female",49,1,0,"PC 17572",76.7292,"D33","C"
"945",2,1,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)","female",29,1,0,"2926",26,"","S"
"946",1,0,"Ostby, Mr. Engelhart Cornelius","male",65,0,1,"113509",61.9792,"B30","C"
"947",1,1,"Woolner, Mr. Hugh","male",NA,0,0,"19947",35.5,"C52","S"
"948",2,1,"Rugg, Miss. Emily","female",21,0,0,"C.A. 31026",10.5,"","S"
"949",3,0,"Novel, Mr. Mansouer","male",28.5,0,0,"2697",7.2292,"","C"
"950",2,1,"West, Miss. Constance Mirium","female",5,1,2,"C.A. 34651",27.75,"","S"
"951",3,0,"Goodwin, Master. William Frederick","male",11,5,2,"CA 2144",46.9,"","S"
"952",3,0,"Sirayanian, Mr. Orsen","male",22,0,0,"2669",7.2292,"","C"
"953",1,1,"Icard, Miss. Amelie","female",38,0,0,"113572",80,"B28",NA
"954",1,0,"Harris, Mr. Henry Birkhardt","male",45,1,0,"36973",83.475,"C83","S"
"955",3,0,"Skoog, Master. Harald","male",4,3,2,"347088",27.9,"","S"
"956",1,0,"Stewart, Mr. Albert A","male",NA,0,0,"PC 17605",27.7208,"","C"
"957",3,1,"Moubarek, Master. Gerios","male",NA,1,1,"2661",15.2458,"","C"
"958",2,1,"Nye, Mrs. (Elizabeth Ramell)","female",29,0,0,"C.A. 29395",10.5,"F33","S"
"959",3,0,"Crease, Mr. Ernest James","male",19,0,0,"S.P. 3464",8.1583,"","S"
"960",3,1,"Andersson, Miss. Erna Alexandra","female",17,4,2,"3101281",7.925,"","S"
"961",3,0,"Kink, Mr. Vincenz","male",26,2,0,"315151",8.6625,"","S"
"962",2,0,"Jenkin, Mr. Stephen Curnow","male",32,0,0,"C.A. 33111",10.5,"","S"
"963",3,0,"Goodwin, Miss. Lillian Amy","female",16,5,2,"CA 2144",46.9,"","S"
"964",2,0,"Hood, Mr. Ambrose Jr","male",21,0,0,"S.O.C. 14879",73.5,"","S"
"965",3,0,"Chronopoulos, Mr. Apostolos","male",26,1,0,"2680",14.4542,"","C"
"966",3,1,"Bing, Mr. Lee","male",32,0,0,"1601",56.4958,"","S"
"967",3,0,"Moen, Mr. Sigurd Hansen","male",25,0,0,"348123",7.65,"F G73","S"
"968",3,0,"Staneff, Mr. Ivan","male",NA,0,0,"349208",7.8958,"","S"
"969",3,0,"Moutal, Mr. Rahamin Haim","male",NA,0,0,"374746",8.05,"","S"
"970",2,1,"Caldwell, Master. Alden Gates","male",0.83,0,2,"248738",29,"","S"
"971",3,1,"Dowdell, Miss. Elizabeth","female",30,0,0,"364516",12.475,"","S"
"972",3,0,"Waelens, Mr. Achille","male",22,0,0,"345767",9,"","S"
"973",3,1,"Sheerlinck, Mr. Jan Baptist","male",29,0,0,"345779",9.5,"","S"
"974",3,1,"McDermott, Miss. Brigdet Delia","female",NA,0,0,"330932",7.7875,"","Q"
"975",1,0,"Carrau, Mr. Francisco M","male",28,0,0,"113059",47.1,"","S"
"976",2,1,"Ilett, Miss. Bertha","female",17,0,0,"SO/C 14885",10.5,"","S"
"977",3,1,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)","female",33,3,0,"3101278",15.85,"","S"
"978",3,0,"Ford, Mr. William Neal","male",16,1,3,"W./C. 6608",34.375,"","S"
"979",3,0,"Slocovski, Mr. Selman Francis","male",NA,0,0,"SOTON/OQ 392086",8.05,"","S"
"980",1,1,"Fortune, Miss. Mabel Helen","female",23,3,2,"19950",263,"C23 C25 C27","S"
"981",3,0,"Celotti, Mr. Francesco","male",24,0,0,"343275",8.05,"","S"
"982",3,0,"Christmann, Mr. Emil","male",29,0,0,"343276",8.05,"","S"
"983",3,0,"Andreasson, Mr. Paul Edvin","male",20,0,0,"347466",7.8542,"","S"
"984",1,0,"Chaffee, Mr. Herbert Fuller","male",46,1,0,"W.E.P. 5734",61.175,"E31","S"
"985",3,0,"Dean, Mr. Bertram Frank","male",26,1,2,"C.A. 2315",20.575,"","S"
"986",3,0,"Coxon, Mr. Daniel","male",59,0,0,"364500",7.25,"","S"
"987",3,0,"Shorney, Mr. Charles Joseph","male",NA,0,0,"374910",8.05,"","S"
"988",1,0,"Goldschmidt, Mr. George B","male",71,0,0,"PC 17754",34.6542,"A5","C"
"989",1,1,"Greenfield, Mr. William Bertram","male",23,0,1,"PC 17759",63.3583,"D10 D12","C"
"990",2,1,"Doling, Mrs. John T (Ada Julia Bone)","female",34,0,1,"231919",23,"","S"
"991",2,0,"Kantor, Mr. Sinai","male",34,1,0,"244367",26,"","S"
"992",3,0,"Petranec, Miss. Matilda","female",28,0,0,"349245",7.8958,"","S"
"993",3,0,"Petroff, Mr. Pastcho (""Pentcho"")","male",NA,0,0,"349215",7.8958,"","S"
"994",1,0,"White, Mr. Richard Frasar","male",21,0,1,"35281",77.2875,"D26","S"
"995",3,0,"Johansson, Mr. Gustaf Joel","male",33,0,0,"7540",8.6542,"","S"
"996",3,0,"Gustafsson, Mr. Anders Vilhelm","male",37,2,0,"3101276",7.925,"","S"
"997",3,0,"Mionoff, Mr. Stoytcho","male",28,0,0,"349207",7.8958,"","S"
"998",3,1,"Salkjelsvik, Miss. Anna Kristine","female",21,0,0,"343120",7.65,"","S"
"999",3,1,"Moss, Mr. Albert Johan","male",NA,0,0,"312991",7.775,"","S"
"1000",3,0,"Rekic, Mr. Tido","male",38,0,0,"349249",7.8958,"","S"
"1001",3,1,"Moran, Miss. Bertha","female",NA,1,0,"371110",24.15,"","Q"
"1002",1,0,"Porter, Mr. Walter Chamberlain","male",47,0,0,"110465",52,"C110","S"
"1003",3,0,"Zabour, Miss. Hileni","female",14.5,1,0,"2665",14.4542,"","C"
"1004",3,0,"Barton, Mr. David John","male",22,0,0,"324669",8.05,"","S"
"1005",3,0,"Jussila, Miss. Katriina","female",20,1,0,"4136",9.825,"","S"
"1006",3,0,"Attalah, Miss. Malake","female",17,0,0,"2627",14.4583,"","C"
"1007",3,0,"Pekoniemi, Mr. Edvard","male",21,0,0,"STON/O 2. 3101294",7.925,"","S"
"1008",3,0,"Connors, Mr. Patrick","male",70.5,0,0,"370369",7.75,"","Q"
"1009",2,0,"Turpin, Mr. William John Robert","male",29,1,0,"11668",21,"","S"
"1010",1,0,"Baxter, Mr. Quigg Edmond","male",24,0,1,"PC 17558",247.5208,"B58 B60","C"
"1011",3,0,"Andersson, Miss. Ellis Anna Maria","female",2,4,2,"347082",31.275,"","S"
"1012",2,0,"Hickman, Mr. Stanley George","male",21,2,0,"S.O.C. 14879",73.5,"","S"
"1013",3,0,"Moore, Mr. Leonard Charles","male",NA,0,0,"A4. 54510",8.05,"","S"
"1014",2,0,"Nasser, Mr. Nicholas","male",32.5,1,0,"237736",30.0708,"","C"
"1015",2,1,"Webber, Miss. Susan","female",32.5,0,0,"27267",13,"E101","S"
"1016",1,0,"White, Mr. Percival Wayland","male",54,0,1,"35281",77.2875,"D26","S"
"1017",3,1,"Nicola-Yarred, Master. Elias","male",12,1,0,"2651",11.2417,"","C"
"1018",3,0,"McMahon, Mr. Martin","male",NA,0,0,"370372",7.75,"","Q"
"1019",3,1,"Madsen, Mr. Fridtjof Arne","male",24,0,0,"C 17369",7.1417,"","S"
"1020",3,1,"Peter, Miss. Anna","female",NA,1,1,"2668",22.3583,"F E69","C"
"1021",3,0,"Ekstrom, Mr. Johan","male",45,0,0,"347061",6.975,"","S"
"1022",3,0,"Drazenoic, Mr. Jozef","male",33,0,0,"349241",7.8958,"","C"
"1023",3,0,"Coelho, Mr. Domingos Fernandeo","male",20,0,0,"SOTON/O.Q. 3101307",7.05,"","S"
"1024",3,0,"Robins, Mrs. Alexander A (Grace Charity Laury)","female",47,1,0,"A/5. 3337",14.5,"","S"
"1025",2,1,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)","female",29,1,0,"228414",26,"","S"
"1026",2,0,"Sobey, Mr. Samuel James Hayden","male",25,0,0,"C.A. 29178",13,"","S"
"1027",2,0,"Richard, Mr. Emile","male",23,0,0,"SC/PARIS 2133",15.0458,"","C"
"1028",1,1,"Newsom, Miss. Helen Monypeny","female",19,0,2,"11752",26.2833,"D47","S"
"1029",1,0,"Futrelle, Mr. Jacques Heath","male",37,1,0,"113803",53.1,"C123","S"
"1030",3,0,"Osen, Mr. Olaf Elon","male",16,0,0,"7534",9.2167,"","S"
"1031",1,0,"Giglio, Mr. Victor","male",24,0,0,"PC 17593",79.2,"B86","C"
"1032",3,0,"Boulos, Mrs. Joseph (Sultana)","female",NA,0,2,"2678",15.2458,"","C"
"1033",3,1,"Nysten, Miss. Anna Sofia","female",22,0,0,"347081",7.75,"","S"
"1034",3,1,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)","female",24,1,0,"STON/O2. 3101279",15.85,"","S"
"1035",3,0,"Burke, Mr. Jeremiah","male",19,0,0,"365222",6.75,"","Q"
"1036",2,0,"Andrew, Mr. Edgardo Samuel","male",18,0,0,"231945",11.5,"","S"
"1037",2,0,"Nicholls, Mr. Joseph Charles","male",19,1,1,"C.A. 33112",36.75,"","S"
"1038",3,1,"Andersson, Mr. August Edvard (""Wennerstrom"")","male",27,0,0,"350043",7.7958,"","S"
"1039",3,0,"Ford, Miss. Robina Maggie ""Ruby""","female",9,2,2,"W./C. 6608",34.375,"","S"
"1040",2,0,"Navratil, Mr. Michel (""Louis M Hoffman"")","male",36.5,0,2,"230080",26,"F2","S"
"1041",2,0,"Byles, Rev. Thomas Roussel Davids","male",42,0,0,"244310",13,"","S"
"1042",2,0,"Bateman, Rev. Robert James","male",51,0,0,"S.O.P. 1166",12.525,"","S"
"1043",1,1,"Pears, Mrs. Thomas (Edith Wearne)","female",22,1,0,"113776",66.6,"C2","S"
"1044",3,0,"Meo, Mr. Alfonzo","male",55.5,0,0,"A.5. 11206",8.05,"","S"
"1045",3,0,"van Billiard, Mr. Austin Blyler","male",40.5,0,2,"A/5. 851",14.5,"","S"
"1046",3,0,"Olsen, Mr. Ole Martin","male",NA,0,0,"Fa 265302",7.3125,"","S"
"1047",1,0,"Williams, Mr. Charles Duane","male",51,0,1,"PC 17597",61.3792,"","C"
"1048",3,1,"Gilnagh, Miss. Katherine ""Katie""","female",16,0,0,"35851",7.7333,"","Q"
"1049",3,0,"Corn, Mr. Harry","male",30,0,0,"SOTON/OQ 392090",8.05,"","S"
"1050",3,0,"Smiljanic, Mr. Mile","male",NA,0,0,"315037",8.6625,"","S"
"1051",3,0,"Sage, Master. Thomas Henry","male",NA,8,2,"CA. 2343",69.55,"","S"
"1052",3,0,"Cribb, Mr. John Hatfield","male",44,0,1,"371362",16.1,"","S"
"1053",2,1,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)","female",40,0,0,"C.A. 33595",15.75,"","S"
"1054",3,0,"Bengtsson, Mr. John Viktor","male",26,0,0,"347068",7.775,"","S"
"1055",3,0,"Calic, Mr. Jovo","male",17,0,0,"315093",8.6625,"","S"
"1056",3,0,"Panula, Master. Eino Viljami","male",1,4,1,"3101295",39.6875,"","S"
"1057",3,1,"Goldsmith, Master. Frank John William ""Frankie""","male",9,0,2,"363291",20.525,"","S"
"1058",1,1,"Chibnall, Mrs. (Edith Martha Bowerman)","female",NA,0,1,"113505",55,"E33","S"
"1059",3,0,"Skoog, Mrs. William (Anna Bernhardina Karlsson)","female",45,1,4,"347088",27.9,"","S"
"1060",1,0,"Baumann, Mr. John D","male",NA,0,0,"PC 17318",25.925,"","S"
"1061",3,0,"Ling, Mr. Lee","male",28,0,0,"1601",56.4958,"","S"
"1062",1,0,"Van der hoef, Mr. Wyckoff","male",61,0,0,"111240",33.5,"B19","S"
"1063",3,0,"Rice, Master. Arthur","male",4,4,1,"382652",29.125,"","Q"
"1064",3,1,"Johnson, Miss. Eleanor Ileen","female",1,1,1,"347742",11.1333,"","S"
"1065",3,0,"Sivola, Mr. Antti Wilhelm","male",21,0,0,"STON/O 2. 3101280",7.925,"","S"
"1066",1,0,"Smith, Mr. James Clinch","male",56,0,0,"17764",30.6958,"A7","C"
"1067",3,0,"Klasen, Mr. Klas Albin","male",18,1,1,"350404",7.8542,"","S"
"1068",3,0,"Lefebre, Master. Henry Forbes","male",NA,3,1,"4133",25.4667,"","S"
"1069",1,0,"Isham, Miss. Ann Elizabeth","female",50,0,0,"PC 17595",28.7125,"C49","C"
"1070",2,0,"Hale, Mr. Reginald","male",30,0,0,"250653",13,"","S"
"1071",3,0,"Leonard, Mr. Lionel","male",36,0,0,"LINE",0,"","S"
"1072",3,0,"Sage, Miss. Constance Gladys","female",NA,8,2,"CA. 2343",69.55,"","S"
"1073",2,0,"Pernot, Mr. Rene","male",NA,0,0,"SC/PARIS 2131",15.05,"","C"
"1074",3,0,"Asplund, Master. Clarence Gustaf Hugo","male",9,4,2,"347077",31.3875,"","S"
"1075",2,1,"Becker, Master. Richard F","male",1,2,1,"230136",39,"F4","S"
"1076",3,1,"Kink-Heilmann, Miss. Luise Gretchen","female",4,0,2,"315153",22.025,"","S"
"1077",1,0,"Rood, Mr. Hugh Roscoe","male",NA,0,0,"113767",50,"A32","S"
"1078",3,1,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)","female",NA,1,0,"370365",15.5,"","Q"
"1079",1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")","male",45,0,0,"111428",26.55,"","S"
"1080",3,0,"Bourke, Mr. John","male",40,1,1,"364849",15.5,"","Q"
"1081",3,0,"Turcin, Mr. Stjepan","male",36,0,0,"349247",7.8958,"","S"
"1082",2,1,"Pinsky, Mrs. (Rosa)","female",32,0,0,"234604",13,"","S"
"1083",2,0,"Carbines, Mr. William","male",19,0,0,"28424",13,"","S"
"1084",3,1,"Andersen-Jensen, Miss. Carla Christine Nielsine","female",19,1,0,"350046",7.8542,"","S"
"1085",2,1,"Navratil, Master. Michel M","male",3,1,1,"230080",26,"F2","S"
"1086",1,1,"Brown, Mrs. James Joseph (Margaret Tobin)","female",44,0,0,"PC 17610",27.7208,"B4","C"
"1087",1,1,"Lurette, Miss. Elise","female",58,0,0,"PC 17569",146.5208,"B80","C"
"1088",3,0,"Mernagh, Mr. Robert","male",NA,0,0,"368703",7.75,"","Q"
"1089",3,0,"Olsen, Mr. Karl Siegwart Andreas","male",42,0,1,"4579",8.4042,"","S"
"1090",3,1,"Madigan, Miss. Margaret ""Maggie""","female",NA,0,0,"370370",7.75,"","Q"
"1091",2,0,"Yrois, Miss. Henriette (""Mrs Harbeck"")","female",24,0,0,"248747",13,"","S"
"1092",3,0,"Vande Walle, Mr. Nestor Cyriel","male",28,0,0,"345770",9.5,"","S"
"1093",3,0,"Sage, Mr. Frederick","male",NA,8,2,"CA. 2343",69.55,"","S"
"1094",3,0,"Johanson, Mr. Jakob Alfred","male",34,0,0,"3101264",6.4958,"","S"
"1095",3,0,"Youseff, Mr. Gerious","male",45.5,0,0,"2628",7.225,"","C"
"1096",3,1,"Cohen, Mr. Gurshon ""Gus""","male",18,0,0,"A/5 3540",8.05,"","S"
"1097",3,0,"Strom, Miss. Telma Matilda","female",2,0,1,"347054",10.4625,"G6","S"
"1098",3,0,"Backstrom, Mr. Karl Alfred","male",32,1,0,"3101278",15.85,"","S"
"1099",3,1,"Albimona, Mr. Nassef Cassem","male",26,0,0,"2699",18.7875,"","C"
"1100",3,1,"Carr, Miss. Helen ""Ellen""","female",16,0,0,"367231",7.75,"","Q"
"1101",1,1,"Blank, Mr. Henry","male",40,0,0,"112277",31,"A31","C"
"1102",3,0,"Ali, Mr. Ahmed","male",24,0,0,"SOTON/O.Q. 3101311",7.05,"","S"
"1103",2,1,"Cameron, Miss. Clear Annie","female",35,0,0,"F.C.C. 13528",21,"","S"
"1104",3,0,"Perkin, Mr. John Henry","male",22,0,0,"A/5 21174",7.25,"","S"
"1105",2,0,"Givard, Mr. Hans Kristensen","male",30,0,0,"250646",13,"","S"
"1106",3,0,"Kiernan, Mr. Philip","male",NA,1,0,"367229",7.75,"","Q"
"1107",1,1,"Newell, Miss. Madeleine","female",31,1,0,"35273",113.275,"D36","C"
"1108",3,1,"Honkanen, Miss. Eliina","female",27,0,0,"STON/O2. 3101283",7.925,"","S"
"1109",2,0,"Jacobsohn, Mr. Sidney Samuel","male",42,1,0,"243847",27,"","S"
"1110",1,1,"Bazzani, Miss. Albina","female",32,0,0,"11813",76.2917,"D15","C"
"1111",2,0,"Harris, Mr. Walter","male",30,0,0,"W/C 14208",10.5,"","S"
"1112",3,1,"Sunderland, Mr. Victor Francis","male",16,0,0,"SOTON/OQ 392089",8.05,"","S"
"1113",2,0,"Bracken, Mr. James H","male",27,0,0,"220367",13,"","S"
"1114",3,0,"Green, Mr. George Henry","male",51,0,0,"21440",8.05,"","S"
"1115",3,0,"Nenkoff, Mr. Christo","male",NA,0,0,"349234",7.8958,"","S"
"1116",1,1,"Hoyt, Mr. Frederick Maxfield","male",38,1,0,"19943",90,"C93","S"
"1117",3,0,"Berglund, Mr. Karl Ivar Sven","male",22,0,0,"PP 4348",9.35,"","S"
"1118",2,1,"Mellors, Mr. William John","male",19,0,0,"SW/PP 751",10.5,"","S"
"1119",3,0,"Lovell, Mr. John Hall (""Henry"")","male",20.5,0,0,"A/5 21173",7.25,"","S"
"1120",2,0,"Fahlstrom, Mr. Arne Jonas","male",18,0,0,"236171",13,"","S"
"1121",3,0,"Lefebre, Miss. Mathilde","female",NA,3,1,"4133",25.4667,"","S"
"1122",1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)","female",35,1,0,"36973",83.475,"C83","S"
"1123",3,0,"Larsson, Mr. Bengt Edvin","male",29,0,0,"347067",7.775,"","S"
"1124",2,0,"Sjostedt, Mr. Ernst Adolf","male",59,0,0,"237442",13.5,"","S"
"1125",3,1,"Asplund, Miss. Lillian Gertrud","female",5,4,2,"347077",31.3875,"","S"
"1126",2,0,"Leyson, Mr. Robert William Norman","male",24,0,0,"C.A. 29566",10.5,"","S"
"1127",3,0,"Harknett, Miss. Alice Phoebe","female",NA,0,0,"W./C. 6609",7.55,"","S"
"1128",2,0,"Hold, Mr. Stephen","male",44,1,0,"26707",26,"","S"
"1129",2,1,"Collyer, Miss. Marjorie ""Lottie""","female",8,0,2,"C.A. 31921",26.25,"","S"
"1130",2,0,"Pengelly, Mr. Frederick William","male",19,0,0,"28665",10.5,"","S"
"1131",2,0,"Hunt, Mr. George Henry","male",33,0,0,"SCO/W 1585",12.275,"","S"
"1132",3,0,"Zabour, Miss. Thamine","female",NA,1,0,"2665",14.4542,"","C"
"1133",3,1,"Murphy, Miss. Katherine ""Kate""","female",NA,1,0,"367230",15.5,"","Q"
"1134",2,0,"Coleridge, Mr. Reginald Charles","male",29,0,0,"W./C. 14263",10.5,"","S"
