"MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Finish","Garage.Cars","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","SalePrice","Porch.SF","Tot.Bath","House.Age"
"60","RL",88,14200,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","NAmes","Norm","Norm","1Fam","Other",7,6,1966,1966,"Gable","CompShg","MetalSd","MetalSd","Other",309,"TA","TA","CBlock","TA","TA","No","Rec",445,"Unf",0,479,924,"GasA","Ex","Y","SBrkr",1216,941,0,2157,0,0,2,1,4,1,"Other",8,"Typ",2,"Gd","Attchd","Fin","2","TA","TA","Y",105,66,0,0,0,0,"No","Other","None",0,5,2006,226000,66,2.5,40
"20","RL",109,9723,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1963,1963,"Other","CompShg","MetalSd","MetalSd","Other",332,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1008,1008,"GasA","TA","Y","SBrkr",1008,0,0,1008,0,0,1,0,2,1,"TA",5,"Typ",0,"No fireplace","Attchd","RFn","2","TA","TA","Y",0,0,0,0,0,0,"No","No fence","None",0,10,2006,135000,0,1,43
"90","RL",70,7728,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Other","Other",5,6,1962,1962,"Other","CompShg","Wd Sdng","Wd Sdng","Other",120,"TA","TA","CBlock","TA","TA","Other","ALQ",803,"Unf",0,303,1106,"GasA","TA","Y","SBrkr",1190,0,0,1190,1,0,1,0,3,1,"TA",6,"Typ",0,"No fireplace","Attchd","Unf","2","TA","TA","Y",0,18,0,0,0,0,"No","Other","None",0,5,2006,132500,18,2,44
"80","RL",70,8163,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","Other",5,6,1959,1959,"Gable","CompShg","HdBoard","HdBoard","Other",128,"TA","Other","CBlock","TA","TA","Other","ALQ",748,"Other",294,102,1144,"GasA","TA","Y","SBrkr",1144,0,0,1144,1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd","RFn","Other","TA","TA","Y",86,0,0,0,0,0,"No","No fence","None",0,3,2006,143000,0,2,47
"20","RL",70,8400,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","NAmes","Other","Norm","1Fam","1Story",5,5,1957,1957,"Gable","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","Other","TA","Other","BLQ",623,"Unf",0,556,1179,"GasA","Other","Y","SBrkr",1364,0,0,1364,0,0,1,1,3,1,"TA",6,"Typ",1,"Gd","Attchd","RFn","Other","TA","TA","Y",0,60,0,0,0,0,"No","Other","None",0,3,2006,132000,60,1.5,49
"20","RL",80,11600,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Other","CompShg","Wd Sdng","Wd Sdng","Other",175,"TA","TA","CBlock","TA","TA","No","Rec",565,"Unf",0,818,1383,"GasA","TA","Y","SBrkr",1383,0,0,1383,0,0,1,1,3,1,"TA",7,"Typ",0,"No fireplace","Attchd","RFn","Other","TA","TA","Y",0,45,0,0,0,0,"No","No fence","None",0,4,2006,145250,45,1.5,46
"20","RL",0,9610,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","NAmes","Other","Norm","1Fam","1Story",6,6,1958,1958,"Other","CompShg","Wd Sdng","Wd Sdng","Other",632,"TA","TA","CBlock","TA","TA","No","Rec",203,"Unf",0,918,1121,"GasA","Ex","Y","Other",1336,0,0,1336,0,0,1,1,3,1,"TA",7,"Typ",1,"TA","Attchd","RFn","2","TA","TA","Y",80,0,0,0,0,0,"No","No fence","None",0,12,2006,162000,0,1.5,48
"80","RL",125,10000,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","NAmes","Norm","Norm","1Fam","Other",5,6,1956,1956,"Other","CompShg","Wd Sdng","Wd Sdng","Other",272,"TA","TA","CBlock","TA","TA","Other","BLQ",678,"Other",281,99,1058,"GasA","Ex","Y","SBrkr",1370,0,0,1370,1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Other","RFn","Other","TA","TA","Y",191,0,0,0,120,0,"No","Other","None",0,2,2006,148000,120,2,50
"20","RL",69,14850,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1957,1957,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",895,"Unf",0,197,1092,"GasA","TA","Y","Other",1092,0,0,1092,1,0,1,0,2,1,"TA",6,"Typ",1,"TA","Attchd","Fin","Other","TA","TA","Y",268,0,0,0,122,0,"No","Other","None",0,5,2006,141000,122,2,49
"20","RL",72,10152,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1956,1994,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Other","BLQ",914,"Unf",0,210,1124,"GasA","Ex","Y","SBrkr",1124,0,0,1124,1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd","Fin","Other","TA","TA","Y",0,211,180,0,142,0,"No","No fence","None",0,5,2006,153000,533,2,12
"20","RL",72,10011,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1957,1996,"Gable","CompShg","HdBoard","HdBoard","Other",64,"TA","TA","CBlock","TA","TA","No","BLQ",360,"Unf",0,710,1070,"GasA","TA","Y","SBrkr",1236,0,0,1236,0,1,1,0,2,1,"Other",6,"Other",1,"Other","Attchd","Unf","Other","TA","TA","Y",0,0,0,0,0,0,"No","Other","None",0,5,2006,134450,0,1.5,10
"90","RL",0,7032,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","NAmes","Norm","Norm","Other","Other",5,5,1979,1979,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","TA","Other","GLQ",943,"Unf",0,0,943,"GasA","TA","Y","SBrkr",943,0,0,943,1,0,1,0,2,1,"TA",4,"Typ",2,"TA","Other","Unf","2","TA","TA","Y",42,0,0,0,0,0,"No","No fence","None",0,12,2006,135960,0,2,27
"20","RL",75,11310,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1954,1954,"Other","CompShg","Wd Sdng","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1367,1367,"GasA","Ex","Y","SBrkr",1375,0,0,1375,0,0,1,0,2,1,"TA",5,"Typ",1,"TA","Attchd","Unf","2","TA","TA","Y",0,30,0,0,0,0,"No","No fence","None",0,6,2006,140000,30,1,52
"20","RL",66,12778,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1952,2003,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",658,"Unf",0,350,1008,"GasA","Ex","Y","Other",1008,0,0,1008,1,0,1,0,2,1,"TA",4,"Typ",0,"No fireplace","Attchd","RFn","Other","TA","TA","Y",0,154,0,0,0,0,"No","Other","None",0,1,2006,139500,154,2,3
"20","RL",75,10170,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1951,1951,"Other","CompShg","Wd Sdng","Wd Sdng","Other",522,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,216,216,"GasA","TA","Y","SBrkr",1575,0,0,1575,0,0,1,1,2,1,"Other",5,"Typ",1,"Gd","Attchd","Unf","2","TA","TA","Y",0,0,0,0,0,0,"No","No fence","None",0,6,2006,155000,0,1.5,55
"80","RL",55,7700,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","Other",5,7,1956,1956,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",271,"Unf",0,30,301,"GasA","Ex","Y","Other",1145,0,0,1145,0,0,1,0,3,1,"TA",6,"Other",0,"No fireplace","Other","Unf","2","TA","TA","Y",0,0,0,0,0,0,"No","Other","None",0,9,2006,127000,0,1,50
"20","RL",65,11050,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1956,1956,"Other","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Other",488,"Unf",0,517,1005,"GasA","Ex","Y","SBrkr",1005,0,0,1005,0,0,1,0,2,1,"TA",6,"Typ",1,"TA","Attchd","Unf","Other","TA","TA","Y",0,0,0,0,288,0,"No","No fence","None",0,7,2006,133500,288,1,50
"20","RL",80,13600,"Pave","No alley","Reg","Other","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1955,1955,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Rec",144,"Other",912,0,1056,"GasA","Other","Y","SBrkr",1056,0,0,1056,1,0,1,1,3,1,"TA",6,"Typ",0,"No fireplace","Attchd","Fin","Other","TA","TA","Y",0,0,0,0,0,0,"No","Other","Other",650,11,2006,125000,0,2.5,51
"20","RL",85,15428,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1951,1991,"Other","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",741,"Unf",0,143,884,"GasA","Ex","Y","SBrkr",884,0,0,884,1,0,1,0,2,1,"TA",4,"Typ",0,"No fireplace","Attchd","Fin","Other","TA","TA","Y",0,0,0,0,195,0,"No","No fence","None",0,6,2006,142000,195,2,15
"20","RL",70,13300,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1956,2001,"Other","CompShg","Wd Sdng","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",494,"Unf",0,521,1015,"GasA","Other","Y","SBrkr",1384,0,0,1384,1,0,1,0,2,1,"TA",6,"Other",0,"No fireplace","Attchd","Unf","2","TA","TA","Y",75,0,0,323,0,0,"No","No fence","Other",400,6,2006,159000,323,2,5
"190","RL",94,22136,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Other","Norm","Other","Other",5,5,1925,1975,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Other","CBlock","TA","TA","Other","GLQ",1018,"Unf",0,1153,2171,"GasA","TA","Y","SBrkr",1392,1248,0,2640,2,0,2,1,5,1,"TA",10,"Other",1,"Gd","Attchd","RFn","Other","TA","TA","Other",631,48,148,0,0,0,"No","No fence","None",0,7,2006,180000,196,4.5,31
"50","RL",50,7500,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","Other",6,6,1947,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,784,784,"GasA","Ex","Y","Other",900,412,0,1312,0,0,1,1,3,1,"TA",6,"Typ",0,"No fireplace","Other","Unf","2","TA","TA","Y",0,28,0,0,0,0,"No","No fence","None",0,10,2006,127000,28,1.5,56
"50","RL",50,7000,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","OldTown","Other","Norm","1Fam","Other",6,6,1924,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Other","Other","Other","TA","No","Other",617,"Unf",0,0,617,"GasA","Other","Y","SBrkr",865,445,0,1310,0,0,2,0,2,1,"TA",6,"Other",0,"No fireplace","Attchd","Unf","Other","TA","TA","Y",0,0,126,0,0,0,"No","No fence","None",0,5,2006,112000,126,2,56
"30","RL",60,10410,"Pave","Other","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",3,8,1930,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Other","PConc","TA","TA","No","Unf",0,"Unf",0,713,713,"GasA","Ex","Y","SBrkr",713,0,0,713,0,0,1,0,2,1,"Other",5,"Typ",0,"No fireplace","Other","Unf","Other","Other","Other","Other",0,75,161,0,0,0,"No","No fence","None",0,10,2006,99800,236,1,5
"20","RL",90,5400,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,7,1954,2000,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Other","CBlock","TA","TA","No","Rec",415,"Unf",0,418,833,"GasA","Ex","Y","SBrkr",833,0,0,833,0,0,1,0,2,1,"Other",4,"Typ",0,"No fireplace","Other","Unf","Other","TA","TA","Y",0,0,0,0,0,0,"No","Other","None",0,8,2006,117000,0,1,6
"30","RL",60,10914,"Pave","Other","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Other","Norm","1Fam","1Story",3,3,1929,1950,"Other","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Other","CBlock","TA","TA","Other","Unf",0,"Unf",0,715,715,"GasA","Other","Other","Other",715,0,0,715,0,0,1,0,2,1,"TA",4,"Typ",0,"No fireplace","Other","Unf","2","Other","TA","Other",0,0,75,0,112,0,"No","No fence","None",0,8,2006,68000,187,1,56
"50","RL",60,7008,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","OldTown","Norm","Norm","1Fam","Other",4,8,1900,1998,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Other","Other","Other","Other","No","Unf",0,"Unf",0,448,448,"GasA","Ex","Y","SBrkr",448,272,0,720,0,0,1,0,1,1,"Other",5,"Typ",0,"No fireplace","Attchd","Unf","Other","Other","TA","Y",0,0,70,0,0,0,"No","No fence","None",0,3,2006,86900,70,1,8
"30","RL",60,10800,"Pave","Other","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,6,1920,1950,"Other","CompShg","Stucco","Stucco","None",0,"TA","TA","Other","TA","TA","No","Rec",821,"Unf",0,299,1120,"GasA","Ex","Y","SBrkr",1130,0,0,1130,1,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Other","Unf","2","TA","TA","Y",229,0,0,0,0,0,"No","No fence","None",0,6,2006,120000,0,2,56
"70","RL",60,7200,"Pave","Other","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","Other",6,8,1915,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Other","CBlock","TA","TA","No","Rec",338,"Unf",0,325,663,"GasA","Ex","Y","SBrkr",774,821,0,1595,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Other","Unf","2","TA","TA","Y",49,0,231,0,0,0,"No","No fence","None",0,4,2006,155500,231,2,56
"190","RL",60,10800,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","OldTown","Norm","Norm","Other","Other",5,4,1900,1970,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Other","CBlock","TA","Other","No","BLQ",664,"Unf",0,290,954,"GasA","TA","Other","Other",1766,648,0,2414,0,0,2,0,3,2,"TA",10,"Other",1,"Gd","Attchd","Unf","2","TA","Other","Other",142,0,0,0,0,0,"No","No fence","None",0,5,2006,160000,0,2,36
"50","RL",60,10800,"Pave","Other","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","Other",5,8,1936,1989,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Other","TA","No","ALQ",626,"Unf",0,170,796,"GasA","Other","Y","SBrkr",1096,370,0,1466,0,1,2,0,3,1,"Other",7,"Other",1,"TA","Attchd","Unf","2","TA","TA","Y",436,21,0,0,0,0,"No","No fence","Other",500,4,2006,170000,21,2.5,17
"80","RL",85,13400,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","Other",5,5,1966,1966,"Gable","CompShg","VinylSd","VinylSd","Other",1047,"TA","TA","CBlock","TA","TA","Other","ALQ",516,"Other",128,380,1024,"GasA","TA","Y","SBrkr",1086,0,0,1086,1,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd","RFn","2","TA","TA","Y",0,0,0,0,0,0,"No","Other","None",0,6,2006,159950,0,2,40
"80","RL",83,10184,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","Other",6,5,1963,1963,"Gable","CompShg","HdBoard","HdBoard","Other",379,"TA","TA","CBlock","TA","TA","Other","ALQ",580,"Unf",0,503,1083,"GasA","TA","Y","SBrkr",1146,0,0,1146,0,1,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd","Unf","Other","TA","TA","Y",345,75,0,0,0,0,"No","No fence","None",0,6,2006,165000,75,1.5,43
"50","RL",77,9786,"Pave","No alley","Other","Other","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","Other",6,7,1962,1981,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",600,"Unf",0,312,912,"GasA","TA","Y","SBrkr",1085,649,0,1734,0,0,1,1,3,1,"Other",7,"Typ",1,"Gd","Attchd","RFn","2","TA","TA","Y",0,0,0,0,128,0,"No","Other","None",0,6,2006,159000,128,1.5,25
"20","RL",77,9510,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1962,1985,"Gable","CompShg","HdBoard","HdBoard","Other",161,"TA","TA","CBlock","TA","TA","No","ALQ",701,"Unf",0,434,1135,"GasA","Ex","Y","SBrkr",1207,0,0,1207,0,0,1,1,3,1,"TA",6,"Typ",0,"No fireplace","Attchd","RFn","Other","TA","TA","Y",0,240,0,0,0,0,"No","No fence","None",0,5,2006,147000,240,1.5,21
"20","RL",79,8910,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1959,1959,"Other","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","Other","ALQ",655,"Unf",0,0,655,"GasA","Ex","Y","SBrkr",1194,0,0,1194,0,1,1,0,3,1,"TA",6,"Typ",1,"Other","Other","Fin","2","TA","TA","Y",0,0,192,0,0,0,"No","No fence","None",0,7,2006,159500,192,1.5,47
"20","RL",73,7100,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1957,1957,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",708,"Unf",0,108,816,"GasA","TA","Y","Other",816,0,0,816,1,0,1,0,2,1,"TA",5,"Typ",0,"No fireplace","Other","Unf","Other","TA","TA","Y",0,0,0,0,0,0,"No","No fence","None",0,7,2006,129900,0,2,49
"20","RL",80,10800,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Other","Norm","1Fam","1Story",6,6,1961,1992,"Gable","CompShg","HdBoard","HdBoard","Other",104,"TA","TA","CBlock","TA","TA","No","Rec",913,"Unf",0,400,1313,"GasA","TA","Y","SBrkr",1773,0,0,1773,1,0,2,0,3,1,"TA",6,"Other",2,"TA","Attchd","RFn","2","TA","TA","Y",355,98,0,0,144,0,"No","No fence","None",0,8,2006,183000,242,3,14
"20","RL",86,11650,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","NAmes","Other","Norm","1Fam","1Story",7,5,1959,1959,"Other","CompShg","Plywood","Plywood","Other",58,"TA","TA","Other","Other","Other","Other","Other",0,"Other",0,0,0,"GasA","Other","Y","Other",1472,0,0,1472,0,0,2,0,2,1,"Other",5,"Typ",1,"Gd","Attchd","Unf","2","TA","TA","Y",0,68,0,0,227,0,"No","No fence","None",0,6,2006,157500,295,2,47
"60","RL",0,18275,"Pave","No alley","Other","Other","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","Other",7,8,1962,1998,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Other","ALQ",636,"Unf",0,802,1438,"GasA","TA","Y","SBrkr",1900,548,0,2448,1,0,3,0,3,1,"TA",9,"Typ",2,"Gd","Attchd","RFn","2","TA","TA","Y",520,102,0,0,0,0,"No","No fence","None",0,9,2006,277500,102,4,8
"20","RL",47,16321,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1957,1997,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Other","BLQ",1277,"Unf",0,207,1484,"GasA","TA","Y","SBrkr",1600,0,0,1600,1,0,1,0,2,1,"TA",6,"Typ",2,"Gd","Attchd","RFn","Other","TA","TA","Y",288,258,0,0,0,0,"No","No fence","None",0,12,2006,207500,258,2,9
"50","RL",60,12144,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","Other",4,6,1950,1950,"Gable","CompShg","Other","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",455,"Unf",0,455,910,"GasA","Other","Y","SBrkr",910,611,0,1521,0,0,1,1,3,1,"Other",6,"Other",0,"No fireplace","Other","Unf","Other","Other","TA","Y",199,0,168,0,0,0,"No","No fence","None",0,9,2006,147500,168,1.5,56
"20","RL",60,7200,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1950,1950,"Other","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Other","Other","Other","Other",0,"Other",0,0,0,"GasA","TA","Y","Other",1040,0,0,1040,0,0,1,0,2,1,"TA",5,"Typ",0,"No fireplace","Other","Unf","2","TA","TA","Y",0,0,0,0,0,0,"No","No fence","None",0,6,2006,109500,0,1,56
"20","RL",60,7200,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1950,1950,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","Other","Other","Other","Other","Other",0,"Other",0,0,0,"GasA","TA","Y","Other",1040,0,0,1040,0,0,1,0,2,1,"TA",4,"Typ",0,"No fireplace","Other","Unf","2","TA","TA","Y",0,29,0,0,0,0,"No","No fence","None",0,7,2006,109900,29,1,56
"20","RL",70,7560,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Other",369,"Unf",0,671,1040,"GasA","TA","Y","Other",1040,0,0,1040,0,0,1,0,3,1,"TA",6,"Typ",0,"No fireplace","Attchd","RFn","Other","TA","TA","Y",140,0,252,0,0,0,"No","Other","None",0,7,2006,133700,252,1,47
"90","RL",60,8544,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","NAmes","Norm","Norm","Other","1Story",3,4,1950,1950,"Gable","CompShg","BrkFace","Other","None",0,"TA","TA","Other","Other","Other","Other","Other",0,"Other",0,0,0,"Other","Other","Other","Other",1040,0,0,1040,0,0,2,0,2,2,"TA",6,"Typ",0,"No fireplace","Other","Unf","2","TA","Other","Y",0,0,0,0,0,0,"No","No fence","None",0,12,2006,81400,0,2,56
"90","RL",0,8544,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Other","1Story",3,4,1949,1950,"Gable","CompShg","Stucco","Stucco","Other",340,"TA","TA","Other","Other","Other","Other","Other",0,"Other",0,0,0,"Other","Other","Other","Other",1040,0,0,1040,0,0,2,0,2,2,"TA",6,"Typ",0,"No fireplace","Other","Unf","2","TA","TA","Y",0,0,0,0,0,0,"No","No fence","None",0,5,2006,87500,0,2,56
"90","RL",60,8544,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Other","1Story",3,4,1950,1950,"Gable","CompShg","Stucco","Other","None",0,"TA","TA","CBlock","Other","Other","Other","Other",0,"Other",0,0,0,"GasA","Other","Other","Other",1040,0,0,1040,0,0,2,0,2,2,"TA",6,"Typ",0,"No fireplace","Other","Unf","2","TA","TA","Y",0,0,0,0,0,0,"No","No fence","None",0,7,2006,93500,0,2,56
"90","RL",75,8512,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","NAmes","Norm","Norm","Other","1Story",5,5,1960,1960,"Other","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","Other","No","Unf",0,"Unf",0,1556,1556,"GasA","TA","Y","SBrkr",1556,0,0,1556,0,0,2,0,4,2,"TA",8,"Typ",0,"No fireplace","Other","Other","Other","Other","Other","Y",0,0,0,0,0,0,"No","No fence","None",0,9,2006,119000,0,2,46
"20","RL",70,7945,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1959,1959,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",179,"Other",506,465,1150,"GasA","Ex","Y","Other",1150,0,0,1150,1,0,1,0,3,1,"TA",6,"Typ",0,"No fireplace","Attchd","RFn","Other","TA","TA","Y",0,0,0,0,0,0,"No","No fence","None",0,5,2006,141000,0,2,47
"20","RL",70,7000,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,4,1961,1961,"Other","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",781,"Unf",0,369,1150,"GasA","TA","Y","SBrkr",1150,0,0,1150,0,0,1,0,3,1,"TA",6,"Typ",0,"No fireplace","Attchd","RFn","Other","TA","TA","Y",0,0,0,0,162,0,"No","No fence","None",0,7,2006,146000,162,1,45
"60","RL",69,7590,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Other","Norm","1Fam","Other",6,5,1966,1966,"Gable","CompShg","VinylSd","VinylSd","Other",266,"TA","TA","CBlock","TA","TA","No","BLQ",512,"Unf",0,148,660,"GasA","TA","Y","SBrkr",660,688,0,1348,0,0,1,1,3,1,"TA",6,"Typ",1,"Other","Attchd","RFn","2","TA","TA","Y",188,108,0,0,0,0,"No","No fence","None",0,7,2006,155000,108,1.5,40
